"Participant_ID","Progress","Duration_Seconds","Finished","Age","Uni","Full_Part","PTY","PTY_Other","Course_Duration","Current_Year","Course_Name","Gender","Perception_1","Perception_2","Perception_3","Perception_4","Perception_5","Perception_6","Perception_7","Perception_8","Perception_9","Perception_10","Perception_11","Perception_12","Perception_13","Perception_14","Perception_15","Perception_16","Awareness_1","Awareness_2","Awareness_3","Awareness_4","Awareness_5","Awareness_6","Awareness_7","Awareness_8","Experience_1","Experience_2","Experience_3","Experience_4","Experience_5","Experience_6","Experience_7","Experience_8","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","crisis_aware","crisis_learnt","understanding_crisis","os_explain","os_learnt","applicability","comments","include","exclude","UKRN","timepoint","ID","crisis_explain","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","Perception_Completed","Awareness_Completed","Experience_Completed","Knowledge_Completed","crisis_aware_Completed","crisis_learnt_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed","crisis_explain_Completed"
"JK4785","100",683,"TRUE","19","UNI11","Full-time","No","","3","Year 2","Forensic investigative Psychology","Male",1,1,1,2,2,1,2,1,2,1,0,2,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,2,2,2,-1,1,0,0,1,0,"Experiments have been falsified for too long and the way forward is an open science framework where people can be held accountable for the file case phenomenon ",1,0,1,"",1,0,"Non-UKRN",2,659,0,21,1.3125,8,1,1,7,1,1,1,1,1,1,1,1,1,1
"jk6849","100",918,"TRUE","23","UNI62","Full-time","No","","3","Final Year","Psychological and behavioural science","Female",2,2,2,2,1,1,1,1,2,2,2,2,1,2,-1,-1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2,2,1,2,-1,1,2,2,1,1,"Very few findings in psychology have been replicated which means they may not be true as using a p value of 0.05 means 1 in every 20 positive findings will be false positives however if nothing is replicated then we have no way of knowing which are the false positives",0,0,1,"",1,0,"Non-UKRN",2,365,1,21,1.3125,11,1.375,5,1,1,1,1,1,1,1,1,1,1,1
"JL3087","100",1226,"TRUE","21","UKRN08","Full-time","Yes","","4","Year 1","Psychology BSc (Hons)","Female",2,1,1,2,2,2,2,2,2,2,1,2,2,2,-2,-2,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,2,2,2,-1,1,1,2,1,1,"the belief that many psychological research papers are inaccurate and therefore unreliable as they cannot be successfully replicated ",1,1,1,"",1,0,"UKRN",2,132,0,21,1.3125,11,1.375,6,1,1,1,1,1,1,1,1,1,1,1
"JL8897","100",1573,"TRUE","19","UKRN01","Full-time","Yes","","3","Year 2","psychology","male",2,1,-1,-1,-1,1,-1,-1,0,0,1,2,0,-1,-1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,2,-1,-1,0,0,1,1,0,0,NA,"",1,0,1,"",1,0,"UKRN",2,184,NA,1,0.0625,2,0.25,7,3,1,1,1,1,1,0,1,1,1,1
"JM2444","100",496,"TRUE","18","UNI19","Full-time","No","","3","Year 1","psychology","female",0,-1,1,-1,1,0,1,0,0,-1,0,-1,1,-1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,-1,1,-1,-1,-1,1,-1,1,1,"not being able to repeat a study ",0,0,1,"",1,0,"Non-UKRN",2,629,0,0,0,-2,-0.25,4,4,1,1,1,1,1,1,1,1,1,1
"JM3447","100",497,"TRUE","20","UNI06","Full-time","Yes","","4","Year 2","Psychology and Marketing","Female",0,1,1,1,1,1,1,-1,1,0,1,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,NA,"",1,0,1,"",1,0,"Non-UKRN",2,506,NA,7,0.4375,5,0.625,8,1,1,1,1,1,1,0,1,1,1,1
"JM3459","100",911,"TRUE","20","UNI50","Full-time","No","","3","Final Year","Psychology with clinical psychology ","Female ",2,2,0,1,1,1,1,1,-1,-1,1,2,0,-1,-1,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,1,1,-1,-1,-1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,289,NA,7,0.4375,0,0,2,1,1,1,1,1,1,0,1,1,1,1
"JM3882","100",1321,"TRUE","19","UNI19","Full-time","Yes","","3","Year 1","psychology ","female",2,1,1,1,0,1,0,0,0,1,1,0,0,1,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,1,0,1,1,"difficulty of replicating or reproducing many studies",0,0,0,"",1,0,"Non-UKRN",2,419,0,8,0.5,0,0,2,0,1,1,1,1,1,1,1,1,1,1
"JM7977","100",2318,"TRUE","20","UKRN08","Full-time","Yes","","4","Year 2","Psychology Single Honours (BSc) ","Male",1,1,1,-1,-1,0,-1,-1,0,0,1,1,1,2,-2,-1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,1,1,1,"A crisis whereby Psychologists all over the world are repeating studies and finding that most of them show conflicting results when compared to the original studies.",0,0,1,"",1,0,"UKRN",2,53,1,1,0.0625,3,0.375,6,0,1,1,1,1,1,1,1,1,1,1
"JN8611","100",1711,"TRUE","19","UNI06","Full-time","Yes","","3","Year 1","Psychology","Female",1,2,2,2,2,1,2,2,2,2,0,2,0,2,-1,-1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,2,2,2,1,-1,2,1,2,1,1,"It was when people started to find that a lot psychological studies could not be replicated",0,1,1,"",1,0,"Non-UKRN",2,584,0,20,1.25,11,1.375,4,3,1,1,1,1,1,1,1,1,1,1
"Jp4525","100",701,"TRUE","20","UNI79","Full-time","No","","3","Year 2","Psychology ","Female",1,2,1,2,2,2,2,1,2,-2,-1,1,1,2,-1,-2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,2,-2,-2,-1,1,0,0,NA,"",1,0,1,"",1,0,"Non-UKRN",2,641,NA,13,0.8125,1,0.125,3,3,1,1,1,1,1,0,1,1,1,1
"JR2441","100",869,"TRUE","21","UNI11","Full-time","No","","3","Final Year","Psychology","Female",1,1,1,1,1,1,2,1,1,0,1,1,0,-1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,2,1,2,0,-1,-1,-1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,661,NA,12,0.75,3,0.375,3,5,1,1,1,1,1,0,1,1,1,1
"JR3491","100",755,"TRUE","19","UKRN01","Full-time","Yes","","4","Year 1","Psychology ","Female",2,2,-1,1,1,1,1,1,1,-1,-1,2,0,2,-2,-1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,-2,1,-2,-1,0,-1,1,0,NA,"",0,0,1,"",1,0,"UKRN",2,167,NA,8,0.5,-3,-0.375,3,3,1,1,1,1,1,0,1,1,1,1
"JR3857","100",430,"TRUE","20","UNI06","Full-time","No","","3","Year 2","Psychology","Female",1,2,-1,2,-1,1,0,-1,-2,0,1,2,1,-1,-2,-2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,-1,-1,1,-2,-2,-1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,193,NA,0,0,-4,-0.5,2,2,1,1,1,1,1,0,1,1,1,1
"JR6311","100",575,"TRUE","19","UNI06","Full-time","Yes","","4","Year 1","Business and Psychology","Female",2,1,1,-1,0,-1,1,1,2,1,1,2,1,-1,0,-1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,2,2,2,2,-1,-1,2,2,1,1,"Issue with past studies not producing the same results once replicated ",1,1,1,"",1,0,"Non-UKRN",2,601,1,9,0.5625,10,1.25,7,1,1,1,1,1,1,1,1,1,1,1
"js2639","100",2496,"TRUE","19","UNI06","Full-time","Yes","","4","Year 1","Psychology and Marketing ","Female ",1,1,1,2,2,0,2,2,2,2,2,2,1,-1,0,-2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,-1,-1,1,2,1,1,1,"a problem within the reliability of reproducing studies.",0,1,1,"",1,0,"Non-UKRN",2,636,0,17,1.0625,6,0.75,5,0,1,1,1,1,1,1,1,1,1,1
"JS7292","100",620,"TRUE","19","UKRN08","Full-time","No","","3","Year 2","Psychology with Criminology","Female",2,2,1,1,1,1,1,1,1,1,2,1,1,1,-1,-2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,-2,0,2,1,1,1,"Where some studies are difficult to reproduce with the same effects/results",0,0,1,"",1,0,"UKRN",2,56,1,14,0.875,7,0.875,5,0,1,1,1,1,1,1,1,1,1,1
"js8581","100",660,"TRUE","20","UKRN01","Full-time","Yes","","4","Year 2","Psychology","Female",1,1,1,-1,1,1,2,2,1,-1,1,1,1,-1,1,-1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,-1,-1,1,-1,0,1,0,"A lot of studies in psychology are difficult or impossible to replicate.",0,0,1,"no",1,0,"UKRN",2,405,0,10,0.625,1,0.125,5,3,1,1,1,1,1,1,1,1,1,1
"JT3145","100",540,"TRUE","19","UKRN01","Full-time","Yes","","4","Year 2","Psychology","Female",-1,1,1,1,1,1,1,1,1,1,2,2,1,-1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-2,-2,-1,-1,-1,-1,1,1,0,NA,"",0,1,1,"",1,0,"UKRN",2,107,NA,12,0.75,-6,-0.75,8,0,1,1,1,1,1,0,1,1,1,1
"JU2196","100",273,"TRUE","19","UNI19","Full-time","No","","3","Year 1","Psychology ","Female ",1,0,0,2,2,0,2,2,0,0,0,0,-2,2,0,-2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,"",0,0,0,"",1,0,"Non-UKRN",2,479,NA,7,0.4375,0,0,0,8,1,1,1,1,1,0,1,1,1,1
"JW2351","100",997,"TRUE","25","UKRN08","Full-time","No","","3","Year 2","Psychology","Female",1,1,2,0,0,0,2,0,1,-2,1,2,2,2,1,-1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,-1,2,1,1,1,0,0,1,1,"Many studies are impossible to replicate and this due to many methodological issues in studies. This may show studies are significant and they are not when replicated this could be down to various issues such as p-hacking, changing methods halfway research to gain significant results, hiding certain data, etc. This causes a lot of issues with studies being put online and not showing the whole/real truth. This is why open science has been introduced.",1,1,1,"N/A",1,0,"UKRN",2,37,1,12,0.75,5,0.625,6,1,1,1,1,1,1,1,1,1,1,1
"JW3343","100",851,"TRUE","18","UNI19","Full-time","No","","3","Year 1","Psychology","Male",1,1,0,0,1,1,2,1,1,-1,-1,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,-1,0,0,0,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,608,NA,5,0.3125,3,0.375,0,3,1,1,1,1,1,0,1,1,1,1
"JW3347","100",1555,"TRUE","22","UNI11","Full-time","No","","3","Final Year","BSc Psychology","Female",1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,2,2,2,2,-1,1,1,1,1,1,"When research is unable to be sufficiently replicated due to the researcher not sharing enough detail to do so, in doing this their study cannot be fairly checked before being taken as valid.",1,1,1,"",1,0,"Non-UKRN",2,685,1,19,1.1875,10,1.25,7,6,1,1,1,1,1,1,1,1,1,1
"JW5216","100",906,"TRUE","18","UNI06","Full-time","Yes","","4","Year 1","Psychology BSc","Male",2,1,1,1,1,0,2,1,1,-1,2,2,0,-2,-1,-1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,-1,1,-1,-2,0,2,1,1,1,"That it has been found that many studies in Psychology have been conducted improperly and cannot be replicated to find the same results.",0,0,1,"",1,0,"Non-UKRN",2,510,1,9,0.5625,1,0.125,4,2,1,1,1,1,1,1,1,1,1,1
"KA4203","86",114573,"FALSE","19","UNI06","Full-time","Yes","","4","Year 2","Psychology BSc","female",1,1,-1,-1,1,1,1,-1,-1,-1,1,0,2,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,-1,1,1,1,-1,-1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,415,NA,-1,-0.0625,2,0.25,0,5,1,1,1,1,1,0,1,1,1,1
"KB1485","100",729,"TRUE","19","UNI58","Full-time","No","","3","Year 1","Psychology","Male",2,1,1,1,2,1,2,1,2,1,1,2,0,-1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,2,1,1,-1,-1,0,1,1,1,0,"The fact that many studies are difficult if not impossible to reproduce",0,0,1,"",1,0,"Non-UKRN",2,416,0,16,1,4,0.5,3,4,1,1,1,1,1,1,1,1,1,1
"KB2455","88",2679,"FALSE","22","UNI10","Full-time","No","","3","Final Year","Psychology ","Female",1,2,0,1,1,1,1,-1,1,-1,0,2,0,-1,-1,-1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,-2,-1,-1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,457,NA,5,0.3125,0,0,6,2,1,1,1,1,1,0,1,1,1,1
"KB3240","48",449,"FALSE","21","UNI10","Full-time","No","","3","Final Year","BSc Psychology ","Female",2,2,1,-1,-1,1,2,1,1,-1,1,2,-1,-1,-1,-2,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",1,0,"Non-UKRN",2,454,NA,5,0.3125,NA,NA,5,3,1,1,1,0,0,0,0,0,0,1
"KB3913","100",1329,"TRUE","23","UKRN08","Full-time","No","","3","Year 2","Psychology","Female",1,2,1,2,1,1,2,1,1,1,2,2,0,1,-2,-1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,2,2,0,2,1,0,1,1,"Studies not being able to reproduce results. Likely due to researchers not disclosing how they analysed their data and not sharing all details of the methodology.",1,1,1,"",1,0,"UKRN",2,4,1,15,0.9375,9,1.125,8,4,1,1,1,1,1,1,1,1,1,1
"KB5930","98",680,"FALSE","19","UNI64","Full-time","No","","3","Year 1","Psychology ","Female",2,1,-1,0,1,1,1,-1,1,1,2,2,1,-1,-1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,-2,-2,0,-1,-1,1,-2,-1,1,1,"",1,1,1,"",1,0,"Non-UKRN",2,531,NA,10,0.625,-8,-1,4,4,1,1,1,1,1,1,1,1,1,1
"KD2573","98",1413,"FALSE","19","UKRN01","Full-time","Yes","","4","Year 1","Psychology","Female",1,1,-1,1,1,1,1,1,0,-1,-1,2,0,-1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,1,1,1,0,NA,"",1,0,1,"",1,0,"UKRN",2,121,NA,4,0.25,0,0,8,0,1,1,1,1,1,0,1,1,1,1
"KE3833","100",548,"TRUE","20","UNI06","Full-time","Yes","","4","Year 2","psychology","female",2,0,0,0,1,2,2,-1,-1,0,1,2,0,0,-1,-2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,-1,-1,0,0,2,0,NA,"",0,0,0,"",1,0,"Non-UKRN",2,598,NA,5,0.3125,2,0.25,8,0,1,1,1,1,1,0,1,1,1,1
"KE5091","100",1938,"TRUE","19","UKRN01","Full-time","Yes","","4","Year 2","BSc Psychology UG","Male",1,1,0,0,0,1,1,0,1,-2,2,2,-1,2,-1,-1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,-1,-1,1,1,1,0,NA,"",0,0,1,"",1,0,"UKRN",2,207,NA,6,0.375,2,0.25,4,3,1,1,1,1,1,0,1,1,1,1
"KE9463","100",659,"TRUE","20","UNI50","Full-time","No","","3","Year 2","Psychology BSc (Hons)","female",2,2,2,2,1,2,2,2,2,1,1,2,2,1,-2,-2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,2,2,2,2,-2,-2,-1,2,1,1,"The concern of studies not having accurate/valid findings, with researchers fabricating results to coincide with their hypotheses",1,1,1,"",1,0,"Non-UKRN",2,292,1,20,1.25,5,0.625,8,3,1,1,1,1,1,1,1,1,1,1
"KF9339","100",659,"TRUE","19","UNI80","Full-time","No","","3","Year 1","Psychology with Forensic Psychology","Female",2,2,0,2,0,0,0,-1,1,2,2,2,0,1,-2,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-2,-1,1,-1,1,0,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,679,NA,10,0.625,-3,-0.375,2,0,1,1,1,1,1,0,1,1,1,1
"KH2410","100",3343,"TRUE","28","UKRN08","Full-time","No","","3","Final Year","Psychology","Female",2,1,0,1,2,1,1,0,1,-1,2,2,2,2,-1,-1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,2,1,1,-1,-1,-1,2,1,1,1,"When studies do not openly determine their aims and details of their planned research process prior to collecting data - can lead to unreliable information being published",1,1,1,"",1,0,"UKRN",2,3,1,14,0.875,4,0.5,8,2,1,1,1,1,1,1,1,1,1,1
"KH9477","100",1064,"TRUE","25","UKRN08","Full-time","No","","3","Year 2","Psychology with Criminology ","Female ",1,2,0,2,0,0,1,0,1,2,1,2,1,0,-1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,-1,-1,1,0,1,1,"old studies were re-run and found to not be replicable - the results didn't match up ",1,1,1,"",1,0,"UKRN",2,64,1,13,0.8125,3,0.375,3,2,1,1,1,1,1,1,1,1,1,1
"KJ4376","100",824,"TRUE","19","UNI09","Full-time","No","","3","Year 2","Psychology with clinical and health psychology","Male",2,2,2,2,2,2,2,2,2,-2,1,2,2,2,-2,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,2,1,-1,2,2,2,1,0,"Lot of historic studies in psychology just can't be replicated because of poor recording of methodolgy and whne they are the results are rarely reproduced. ",0,0,1,"",1,0,"Non-UKRN",2,208,1,20,1.25,12,1.5,0,5,1,1,1,1,1,1,1,1,1,1
"KK2183","100",1436,"TRUE","19","UNI06","Full-time","Yes","","4","Year 2","Psychology BSc","female",-1,2,1,1,1,1,2,-1,1,1,-2,2,-1,1,-1,-2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,2,1,1,-1,-2,0,-2,-1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,518,NA,5,0.3125,-2,-0.25,3,3,1,1,1,1,1,0,1,1,1,1
"KK3121","100",547,"TRUE","21","UKRN08","Full-time","No","","3","Year 2","Psychology with Criminology","Female",2,1,1,1,2,1,2,1,2,2,1,2,0,2,0,-1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,-1,1,1,2,-1,0,2,-1,1,1,"Research not being consistent, findings differing when the study is replicated. ",0,0,1,"",1,0,"UKRN",2,125,1,19,1.1875,3,0.375,6,3,1,1,1,1,1,1,1,1,1,1
"KL0164","100",810,"TRUE","19","UNI10","Full-time","Yes","","4","Year 1","Forensic Psychology","Female",1,1,1,-1,1,1,2,1,1,-2,2,2,1,-2,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,-1,-1,-1,1,-1,1,-1,0,NA,"",0,0,0,"",1,0,"Non-UKRN",2,404,NA,8,0.5,-1,-0.125,3,1,1,1,1,1,1,0,1,1,1,1
"KL0499","100",677,"TRUE","23","UKRN08","Full-time","No","","3","Year 1","BSC Criminology with Psychology","Male",1,1,1,-1,2,1,0,-1,1,1,2,1,1,-2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,-1,-1,1,1,1,1,1,0,1,1,"The issues that arise from the same studies being completed in the same way but giving different results as a result of people being dishonest or manipulating their study - either by changing their hypothesis to fit their findings or being biased with their sample",0,1,1,"",1,0,"UKRN",2,49,1,9,0.5625,3,0.375,3,5,1,1,1,1,1,1,1,1,1,1
"KL5818","86",716,"FALSE","18","UNI10","Full-time","No","","3","Year 1","Forensic Psychology","Female",2,2,0,1,1,2,2,2,2,1,0,2,0,-1,-2,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,-1,0,1,0,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,461,NA,13,0.8125,6,0.75,1,2,1,1,1,1,1,0,1,1,1,1
"KL7001","100",1071,"TRUE","18`","UNI09","Full-time","No","","3","Year 1","Psychology","Female",2,1,1,-2,1,1,0,-1,2,1,1,2,2,-1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,-1,1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,195,NA,12,0.75,6,0.75,4,4,1,1,1,1,1,0,1,1,1,1
"KL9838","100",910,"TRUE","26","UNI73","Full-time","No","","3","Year 1","Psychology, Clinical and Cognitive Neuroscience","Female",2,2,1,1,-1,1,1,-1,1,-1,2,2,1,-1,1,-2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,-1,-1,-2,-2,-2,2,-2,1,1,"Recent studies aiming to reproduce results of older, classic studies have not been able to acheive the same results, providing a concern for their reliability/validity. ",0,0,1,"",1,0,"Non-UKRN",2,264,1,9,0.5625,-9,-1.125,1,1,1,1,1,1,1,1,1,1,1,1
"KM5775","100",1075,"TRUE","19","UNI06","Full-time","Yes","","3","Year 1","Bsc Psychology","female ",2,1,0,-1,1,2,2,1,2,0,2,1,1,-1,2,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,1,1,1,-1,0,0,1,1,1,"the belief that many scientific studies cannot be reproduced and are therefore wrong.",1,1,0,"",1,0,"Non-UKRN",2,597,0,15,0.9375,5,0.625,4,1,1,1,1,1,1,1,1,1,1,1
"KM6340","100",1071,"TRUE","19","UKRN08","Full-time","Yes","","4","Year 2","BSc Psychology","Female",1,0,1,1,0,1,1,1,-1,0,1,2,0,0,-1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,-1,0,0,1,1,0,1,1,"Many researchers have either tampered with their results or studies to achieved desired results which later could not be reproduced when other researchers carried out the same study. This calls into question which results in popular studies are legitimate, how credible their sources are (i.e., the researcher), and reliability of findings.",0,0,0,"",1,0,"UKRN",2,19,1,7,0.4375,3,0.375,4,2,1,1,1,1,1,1,1,1,1,1
"KM9411","100",783,"TRUE","19","UNI19","Full-time","No","","3","Year 1","psychology","female",1,0,1,1,2,2,2,1,2,2,1,-1,0,-2,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,1,1,1,"",0,0,0,"",1,0,"Non-UKRN",2,627,NA,10,0.625,2,0.25,8,0,1,1,1,1,1,1,1,1,1,1
"KN0888","95",989,"FALSE","56","UNI50","Full-time","No","","3","Year 1","Psychology ","Female",-1,1,0,-2,0,1,2,2,2,-2,2,2,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,-1,1,2,1,-1,-1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,425,NA,10,0.625,3,0.375,4,0,1,1,1,1,1,0,1,1,1,1
"KN3812","100",980,"TRUE","35","UNI50","Full-time","No","","3","Year 1","Psychology with Forensic Psychology","Female",2,2,1,2,1,2,1,1,1,1,1,2,1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,-1,0,1,1,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,309,NA,19,1.1875,8,1,1,0,1,1,1,1,1,0,1,1,1,1
"KP26868","100",670,"TRUE","19","UNI64","Full-time","No","","3","Year 1","Forensic psychology and psychopathology","Female",2,2,1,0,1,0,2,-1,1,1,1,2,1,0,1,-2,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,-2,-2,1,-1,1,1,0,"The validity of past studies has turned out to be false. A lot of studies were reviewed and reattempted by a large group of researchers and less than half we're replicable.",0,0,1,"I enjoyed this. Thanks. Hope you get the results you were hoping for. ",1,0,"Non-UKRN",2,492,0,12,0.75,-1,-0.125,5,3,1,1,1,1,1,1,1,1,1,1
"KR7506","100",509,"TRUE","20","UNI19","Full-time","No","","3","Year 1","Psychology ","Female",1,2,-2,-1,-1,-1,1,2,-1,1,2,2,0,1,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,2,-1,1,1,"refers to the concerns of the credibility of findings.",0,0,0,"",1,0,"Non-UKRN",2,465,1,4,0.25,4,0.5,1,0,1,1,1,1,1,1,1,1,1,1
"KR8725","100",1363,"TRUE","20","UNI06","Full-time","Yes","","3","Year 1","Psychology with Sociology Joint honours","female",1,1,-1,0,1,1,1,1,1,0,1,1,1,0,-1,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,1,1,1,-1,-1,1,1,0,NA,"",0,0,0,"",1,0,"Non-UKRN",2,562,NA,7,0.4375,2,0.25,3,2,1,1,1,1,1,0,1,1,1,1
"KS1305","100",1119,"TRUE","20","UNI06","Full-time","Yes","","4","Year 2","Psychology BSc","Male",2,2,0,1,1,1,2,1,1,1,1,-1,1,-1,-1,-1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,-1,-1,-1,1,2,1,0,NA,"",1,1,0,"",1,0,"Non-UKRN",2,520,NA,10,0.625,3,0.375,4,3,1,1,1,1,1,0,1,1,1,1
"KS3785","100",893,"TRUE","20","UNI06","Full-time","Yes","","4","Year 2","Psychology BSc","Female",2,1,1,-1,-1,1,2,2,1,1,1,2,-1,-2,-1,-1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,2,2,2,1,-1,1,2,1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,710,NA,7,0.4375,10,1.25,4,4,1,1,1,1,1,0,1,1,1,1
"ks5820","100",1105,"TRUE","26","UNI08","Full-time","No","","3","Year 2","Psychllogy ","Female",1,2,0,2,1,1,2,1,1,-1,-1,2,2,-1,1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1,-1,1,-1,1,1,0,"Its a crisis that alot of fileds are facing. Replicating famous studies and resulting in differing results
",1,0,0,"I kind of assuming what open research us",1,0,"Non-UKRN",2,302,1,12,0.75,5,0.625,4,0,1,1,1,1,1,1,1,1,1,1
"KS8952","100",523,"TRUE","20","UNI50","Full-time","No","","3","Final Year","Psychology (Hons) BSc","Female",2,1,2,-1,1,2,2,2,1,-2,1,-1,1,-1,1,-1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,-2,-1,-1,-1,1,1,-1,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,295,NA,10,0.625,-3,-0.375,3,5,1,1,1,1,1,0,1,1,1,1
"KS9322","100",1198,"TRUE","19","UNI19","Full-time","No","","3","Year 1","Psychology","Female",1,2,1,0,0,1,2,2,1,-1,1,1,1,-1,-1,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,-1,2,-1,-1,0,1,0,0,NA,"",0,0,1,"",1,0,"Non-UKRN",2,411,NA,9,0.5625,1,0.125,3,2,1,1,1,1,1,0,1,1,1,1
"KT0577","100",545,"TRUE","19","UNI50","Full-time","No","","3","Year 1","Psychology with clinical psychology ","Female",2,1,1,1,1,1,1,1,0,-2,1,1,2,-1,-1,-1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,-2,-1,1,-1,-2,1,2,-1,0,NA,"",1,0,1,"",1,0,"Non-UKRN",2,281,NA,8,0.5,-3,-0.375,5,3,1,1,1,1,1,0,1,1,1,1
