"ID","Progress","Duration_Seconds","Finished","Uni","Full_Part","PTY","PTY_Other","Course_Duration","Current_Year","Course_Duration_Other","Current_Year_Other","Course_Name","Previous_Training","Gender","Perception_1","Perception_2","Perception_3","Perception_4","Perception_5","Perception_6","Perception_7","Perception_8","Perception_9","Perception_10","Perception_11","Perception_12","Perception_13","Perception_14","Perception_15","Perception_16","Awareness_1","Awareness_2","Awareness_3","Awareness_4","Awareness_5","Awareness_6","Awareness_7","Awareness_8","Experience_1","Experience_2","Experience_3","Experience_4","Experience_5","Experience_6","Experience_7","Experience_8","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","crisis_aware","crisis_learnt","understanding_crisis","os_explain","os_learnt","applicability","comments","long_desc","crisis_explain","include","UKRN","timepoint","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","Perception_Completed","Awareness_Completed","Experience_Completed","Knowledge_Completed","crisis_aware_Completed","crisis_learnt_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed","crisis_explain_Completed"
347,"100",735,"1","UKRN06","","","","","Year 1","","","","","2",2,1,2,1,1,1,2,-1,1,1,2,2,1,-1,-1,-2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,1,1,1,0,0,"",0,0,1,"","",NA,1,"UKRN",3,12,0.75,-3,-0.375,NA,0,1,0,1,1,1,1,1,1,1,0
348,"100",1688,"1","UKRN06","","","","","Year 1","","","","","2",2,1,1,1,0,2,2,1,2,2,2,2,1,2,-2,1,1,1,1,1,NA,1,NA,1,0,1,1,1,0,1,0,0,2,1,2,2,-1,-2,1,2,0,0,"",0,0,1,"","",NA,1,"UKRN",3,20,1.25,7,0.875,NA,4,1,0,1,1,1,1,1,1,1,0
349,"100",1768,"1","UKRN06","","","","","Year 1","","","","","2",2,1,2,1,1,0,1,0,1,1,1,2,0,-1,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,-2,-2,1,0,1,0,0,"",0,1,0,"","",NA,1,"UKRN",3,8,0.5,-3,-0.375,NA,0,1,0,1,1,1,1,1,1,1,0
350,"100",2093,"1","UKRN06","","","","","Year 1","","","","","2",1,2,2,2,2,1,-2,-1,2,2,2,2,0,0,0,-2,1,NA,1,NA,NA,1,1,1,0,0,1,0,0,1,0,1,2,2,0,-1,-1,-2,1,1,1,0,"Not being able to accurately recreate an experiment so studies which we think are studying the same thing, are actually not.",0,0,1,"","Not being able to accurately recreate an experiment so studies which we think are studying the same thing, are actually not.",0,1,"UKRN",3,13,0.8125,2,0.25,NA,3,1,0,1,1,1,1,1,1,1,1
351,"100",918,"1","UKRN06","","","","","Year 1","","","","","2",0,0,0,-1,1,0,1,1,1,0,-1,2,0,0,-2,0,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,1,0,0,"",0,0,0,"","",NA,1,"UKRN",3,2,0.125,0,0,NA,0,1,0,1,1,1,1,1,1,1,0
352,"100",1879,"1","UKRN06","","","","","Year 2","","","","","2",2,2,2,2,1,1,2,2,1,1,1,1,2,-2,1,0,1,NA,NA,1,NA,NA,1,1,1,0,0,1,0,0,1,1,2,2,2,1,-1,1,1,1,1,1,"it is the belief that a lot of results cant be replicated ",0,1,1,"","it is the belief that a lot of results cant be replicated ",1,1,"UKRN",3,19,1.1875,9,1.125,NA,4,1,0,1,1,1,1,1,1,1,1
353,"100",1372,"1","UKRN06","","","","","Year 1","","","","","2",2,2,0,2,1,2,2,-1,2,2,2,2,0,1,-1,-2,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,2,-2,0,0,"",0,0,0,"","",NA,1,"UKRN",3,16,1,3,0.375,NA,1,1,0,1,1,1,1,1,1,1,0
354,"100",323,"1","UKRN06","","","","","Year 2","","","","","1",1,0,1,-1,0,-1,0,-1,0,-1,1,0,1,-2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,1,0,1,0,"i dont know but i think it is some copy",0,1,1,"do some review","i dont know but i think it is some copy",0,1,"UKRN",3,-1,-0.0625,2,0.25,8,1,1,1,1,1,1,1,1,1,1,1
355,"100",2261,"1","UKRN06","","","","","Year 1","","","","","2",2,2,2,1,2,2,2,1,2,0,-1,2,2,1,-1,-2,1,1,1,NA,NA,1,NA,1,0,0,0,0,0,1,0,0,-2,1,2,-1,-1,2,1,2,1,0,"Many results aren't the same when reproduced so might be wrong",1,1,1,"","Many results aren't the same when reproduced so might be wrong",1,1,"UKRN",3,17,1.0625,4,0.5,NA,1,1,0,1,1,1,1,1,1,1,1
356,"100",1639,"1","UKRN06","","","","","Year 1","","","","","1",1,1,1,1,1,1,-1,-1,1,1,1,2,-1,-2,-2,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,2,1,-1,-1,-2,0,0,1,0,0,"",1,1,1,"","",NA,1,"UKRN",3,3,0.1875,0,0,8,6,1,1,1,1,1,1,1,1,1,0
357,"100",2426,"1","UKRN06","","","","","Year 2","","","","","2",1,2,2,2,2,2,2,-2,2,2,1,2,2,1,0,0,1,1,1,1,NA,NA,1,1,1,1,0,0,0,0,0,0,2,1,2,2,1,1,1,1,1,1,"A crisis in which many Psychological research results are hard to reproduce the significant effects found.",1,1,1,"","A crisis in which many Psychological research results are hard to reproduce the significant effects found.",1,1,"UKRN",3,21,1.3125,11,1.375,NA,2,1,0,1,1,1,1,1,1,1,1
358,"100",1857,"1","UKRN06","","","","","Year 1","","","","","2",2,1,0,1,1,2,1,0,1,1,1,1,0,0,-1,-1,1,1,1,NA,NA,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,1,1,1,1,"Being unable to replicate psychological experiments due to insufficient details on how they were run, therefore making it difficult to check the reliability of results.",1,0,0,"","Being unable to replicate psychological experiments due to insufficient details on how they were run, therefore making it difficult to check the reliability of results.",1,1,"UKRN",3,10,0.625,1,0.125,NA,0,1,0,1,1,1,1,1,1,1,1
359,"100",62843,"1","UKRN06","","","","","Year 1","","","","","2",2,1,1,2,2,1,2,0,2,2,2,2,2,-1,0,-2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,2,2,2,-1,1,2,-1,1,1,"failure to replicate studies",1,1,1,"","failure to replicate studies",0,1,"UKRN",3,18,1.125,9,1.125,8,1,1,1,1,1,1,1,1,1,1,1
360,"100",3816,"1","UKRN06","","","","","Year 2","","","","","2",2,2,2,2,2,2,0,0,0,1,0,0,1,0,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,2,1,-1,1,1,0,1,1,"A lot of studies have failed to have their findings replicated ",0,1,1,"No","A lot of studies have failed to have their findings replicated ",1,1,"UKRN",3,14,0.875,7,0.875,8,0,1,1,1,1,1,1,1,1,1,1
361,"100",2066,"1","UKRN06","","","","","Year 1","","","","","2",1,1,0,1,1,1,1,1,1,1,1,2,1,0,-1,-2,1,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,-1,0,1,-1,-1,1,1,1,0,0,"",1,0,1,"","",NA,1,"UKRN",3,10,0.625,1,0.125,NA,0,1,0,1,1,1,1,1,1,1,0
362,"100",2604,"1","UKRN06","","","","","Year 1","","","","","1",2,2,1,2,0,0,1,-1,1,2,0,2,1,1,0,-2,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,1,1,-1,-1,2,1,2,0,0,"",0,0,0,"","",NA,1,"UKRN",3,12,0.75,6,0.75,NA,0,1,0,1,1,1,1,1,1,1,0
363,"100",1734,"1","UKRN06","","","","","Year 1","","","","","2",2,1,0,0,0,0,2,1,1,1,0,1,1,-1,-2,-2,1,NA,1,NA,NA,1,1,NA,1,0,1,0,0,0,0,0,2,0,1,-1,-2,0,1,1,0,0,"",1,0,1,"","",NA,1,"UKRN",3,5,0.3125,2,0.25,NA,2,1,0,1,1,1,1,1,1,1,0
364,"100",3076,"1","UKRN06","","","","","Year 2","","","","","1",2,1,2,2,0,0,2,1,2,2,1,2,1,2,0,0,1,1,1,1,NA,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,0,2,1,2,1,1,"Lots of studies it came out that they could not be replicated. especially in social psychology",1,1,1,"","Lots of studies it came out that they could not be replicated. especially in social psychology",0,1,"UKRN",3,20,1.25,11,1.375,NA,4,1,0,1,1,1,1,1,1,1,1
365,"100",1304,"1","UKRN06","","","","","Year 2","","","","","2",-1,0,1,1,1,1,1,2,1,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,2,2,1,0,-1,-1,1,1,0,0,"",0,0,1,"","",NA,1,"UKRN",3,11,0.6875,5,0.625,8,2,1,1,1,1,1,1,1,1,1,0
366,"100",2907,"1","UKRN06","","","","","Year 1","","","","","1",1,1,2,2,-1,-1,2,1,1,1,1,2,1,1,-1,-1,1,1,1,NA,1,1,NA,1,1,0,1,0,0,1,0,0,2,2,2,-1,-2,-1,1,1,1,1,"It is the issue that psychology has got to the point where people are redoing experiments more than new work to check for that research's validity. This is stopping new research being done as it is a war of trying to get more evidence for one point than it is coming up with something new.",1,1,1,"","It is the issue that psychology has got to the point where people are redoing experiments more than new work to check for that research's validity. This is stopping new research being done as it is a war of trying to get more evidence for one point than it is coming up with something new.",0,1,"UKRN",3,12,0.75,4,0.5,NA,3,1,0,1,1,1,1,1,1,1,1
367,"100",1066,"1","UKRN06","","","","","Year 2","","","","","2",2,-2,0,-1,2,-2,0,-2,1,-1,2,-1,2,-2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,1,0,0,-1,0,1,1,"not enough replication studies to draw inferences",1,1,0,"","not enough replication studies to draw inferences",0,1,"UKRN",3,-1,-0.0625,-2,-0.25,8,8,1,1,1,1,1,1,1,1,1,1
368,"100",3764,"1","UKRN06","","","","","Year 1","","","","","2",2,1,1,1,2,2,2,2,2,2,0,1,1,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,0,2,-1,0,2,0,2,0,0,"",0,0,1,"","",NA,1,"UKRN",3,18,1.125,7,0.875,NA,0,1,0,1,1,1,1,1,1,1,0
369,"100",1217,"1","UKRN06","","","","","Year 1","","","","","2",1,1,1,0,1,2,2,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,-1,1,2,1,0,0,1,1,1,1,"when scientific studies and their results cannot be fully replicated, thus could be invalid",1,0,1,"","when scientific studies and their results cannot be fully replicated, thus could be invalid",1,1,"UKRN",3,12,0.75,5,0.625,8,1,1,1,1,1,1,1,1,1,1,1
370,"100",1381,"1","UKRN06","","","","","Year 1","","","","","2",2,2,0,2,2,1,2,2,1,2,2,2,2,2,-2,-2,1,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,2,1,-2,-2,-2,1,1,2,0,0,"",0,0,1,"","",NA,1,"UKRN",3,20,1.25,1,0.125,NA,0,1,0,1,1,1,1,1,1,1,0
371,"100",3699,"1","UKRN06","","","","","Year 1","","","","","1",2,2,2,-2,2,2,2,-1,2,0,2,2,2,-2,1,-2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,2,2,2,-1,2,2,2,1,1,"an issue in science at the moment where no one can replicate others' findings.",0,0,1,"","an issue in science at the moment where no one can replicate others' findings.",1,1,"UKRN",3,14,0.875,13,1.625,8,1,1,1,1,1,1,1,1,1,1,1
372,"100",7789,"1","UKRN06","","","","","Year 2","","","","","2",1,1,1,2,0,0,1,1,0,-2,0,2,0,2,0,-1,1,1,1,1,NA,1,1,1,1,1,0,1,0,1,1,1,1,1,0,2,-1,0,1,1,1,1,"where it is becoming more challenging to replicate and reproduce published studies results due to low transparency regarding research methods etc. ",1,1,1,"","where it is becoming more challenging to replicate and reproduce published studies results due to low transparency regarding research methods etc. ",0,1,"UKRN",3,8,0.5,5,0.625,NA,6,1,0,1,1,1,1,1,1,1,1
373,"100",1349,"1","UKRN06","","","","","Year 1","","","","","2",2,1,2,1,1,1,2,2,1,1,1,2,1,1,0,-1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,-1,1,0,-1,-1,1,2,1,1,1,"Repeating research to find the results you want",1,1,1,"N/A","Repeating research to find the results you want",0,1,"UKRN",3,18,1.125,2,0.25,8,3,1,1,1,1,1,1,1,1,1,1
374,"100",2043,"1","UKRN06","","","","","Year 1","","","","","2",1,1,-1,-1,-1,-1,-2,-1,-1,-1,2,2,1,-1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,-2,-2,1,-1,-1,1,-1,-1,0,0,"",0,0,1,"","",NA,1,"UKRN",3,-2,-0.125,-6,-0.75,8,2,1,1,1,1,1,1,1,1,1,0
375,"100",2155,"1","UKRN06","","","","","Year 1","","","","","2",2,2,2,2,2,2,2,1,2,2,1,2,1,0,-1,-1,1,1,1,NA,NA,1,NA,1,0,0,1,0,0,0,0,1,2,2,2,-1,0,0,-1,2,0,0,"",1,1,1,"","",NA,1,"UKRN",3,21,1.3125,6,0.75,NA,2,1,0,1,1,1,1,1,1,1,0
376,"100",1528,"1","UKRN06","","","","","Year 1","","","","","2",2,2,1,2,1,0,2,1,2,2,1,2,0,2,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,2,1,2,-1,1,2,0,1,1,"Many psychology research initially deemed having a significant effect size cannot be replicated ",1,1,1,"-","Many psychology research initially deemed having a significant effect size cannot be replicated ",1,1,"UKRN",3,18,1.125,8,1,8,2,1,1,1,1,1,1,1,1,1,1
377,"100",2201,"1","UKRN06","","","","","Year 1","","","","","2",2,1,1,1,0,0,1,2,1,0,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,-1,2,-1,1,0,1,0,1,1,"data cant be reproduced and then is likely wrong",0,0,1,"","data cant be reproduced and then is likely wrong",1,1,"UKRN",3,11,0.6875,3,0.375,8,1,1,1,1,1,1,1,1,1,1,1
378,"100",2372,"1","UKRN06","","","","","Year 2","","","","","2",0,1,1,2,1,2,1,1,2,2,1,2,1,2,-2,-1,1,1,1,1,NA,1,1,1,1,1,0,0,0,0,0,1,1,1,1,2,-2,0,1,2,1,1,"study's in academic aren't being replicated ",1,1,1,"","study's in academic aren't being replicated ",0,1,"UKRN",3,16,1,6,0.75,NA,3,1,0,1,1,1,1,1,1,1,1
379,"100",1822,"1","UKRN06","","","","","Year 2","","","","","1",2,1,1,1,1,-1,2,1,2,1,1,0,1,1,0,-1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,2,2,0,1,1,0,0,0,"",1,1,1,"","",NA,1,"UKRN",3,13,0.8125,8,1,8,4,1,1,1,1,1,1,1,1,1,0
380,"100",2029,"1","UKRN06","","","","","Year 1","","","","","2",0,-2,1,-2,0,0,-1,-1,-1,-1,0,0,1,-1,1,0,1,1,1,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,-1,-1,1,0,0,-1,-1,-1,0,0,"",1,0,1,"","",NA,1,"UKRN",3,-6,-0.375,-4,-0.5,NA,0,1,0,1,1,1,1,1,1,1,0
381,"93",836,"0","UKRN06","","","","","Final Year","","","","","2",2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,-1,1,NA,1,1,1,1,1,1,0,0,0,0,0,0,1,0,2,2,2,2,0,1,2,2,1,1,"A large scale review attempted to reproduce a large amount of studies and found the effects to be largely insignificant/smaller than reported",1,1,1,"","A large scale review attempted to reproduce a large amount of studies and found the effects to be largely insignificant/smaller than reported",1,1,"UKRN",3,25,1.5625,13,1.625,NA,1,1,0,1,1,1,1,1,1,1,1
383,"100",2609,"1","UKRN06","","","","","Year 2","","","","","1",2,1,2,2,2,1,1,-1,1,1,1,1,1,0,-1,-2,1,1,1,NA,NA,1,1,1,1,1,1,0,0,1,0,1,1,0,1,-1,-1,1,1,1,0,0,"",1,0,1,"","",NA,1,"UKRN",3,12,0.75,3,0.375,NA,5,1,0,1,1,1,1,1,1,1,0
384,"100",1985,"1","UKRN06","","","","","Year 1","","","","","1",1,2,2,2,1,1,1,-1,2,2,1,2,1,2,-1,-1,1,1,1,NA,NA,1,1,1,0,0,1,0,0,0,0,1,-2,2,1,2,-1,2,2,0,1,1,"There are many studies which report significant results, that when the experiment is replicated by a neutral party , fail to produce the same results.",1,1,1,"","There are many studies which report significant results, that when the experiment is replicated by a neutral party , fail to produce the same results.",1,1,"UKRN",3,17,1.0625,6,0.75,NA,2,1,0,1,1,1,1,1,1,1,1
385,"100",1263,"1","UKRN06","","","","","Year 2","","","","","2",1,-1,1,2,1,0,1,1,1,1,-1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,2,1,-1,-1,0,-1,0,1,0,"what could go wrong/ what s problematic when replicating studies",1,0,1,"","what could go wrong/ what s problematic when replicating studies",0,1,"UKRN",3,5,0.3125,1,0.125,8,3,1,1,1,1,1,1,1,1,1,1
386,"100",2357,"1","UKRN06","","","","","Year 1","","","","","1",2,1,1,1,0,0,1,1,1,1,1,1,0,0,-1,-1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,-1,-1,-1,0,1,-1,0,0,"",1,1,1,"","",NA,1,"UKRN",3,9,0.5625,-1,-0.125,8,3,1,1,1,1,1,1,1,1,1,0
387,"100",2160,"1","UKRN06","","","","","Year 1","","","","","2",1,1,1,1,1,-1,2,1,2,2,-1,2,0,0,-1,-1,1,1,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,1,2,-1,-1,1,2,1,0,0,"",1,1,1,"","",NA,1,"UKRN",3,10,0.625,6,0.75,NA,1,1,0,1,1,1,1,1,1,1,0
388,"99",1779,"0","UKRN06","","","","","Year 1","","","","","2",2,1,0,2,1,1,2,2,1,1,2,2,1,2,-1,-2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,1,2,-1,-1,1,1,2,0,0,"",0,0,1,"","",NA,1,"UKRN",3,17,1.0625,7,0.875,8,1,1,1,1,1,1,1,1,1,1,0
389,"100",1138,"1","UKRN06","","","","","Year 2","","","","","2",1,1,1,1,1,1,2,0,1,1,0,1,2,1,0,-1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,1,2,-2,1,0,1,1,1,1,"research can't be replicated due to methodological errors",1,1,1,"","research can't be replicated due to methodological errors",1,1,"UKRN",3,13,0.8125,6,0.75,8,1,1,1,1,1,1,1,1,1,1,1
390,"100",2021,"1","UKRN06","","","","","Year 1","","","","","2",2,2,0,2,0,1,2,2,2,1,1,2,0,0,-1,-2,1,1,1,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,2,0,2,1,0,1,1,1,1,0,"I'm not sure ",0,0,1,"","I'm not sure ",0,1,"UKRN",3,14,0.875,8,1,NA,1,1,0,1,1,1,1,1,1,1,1
391,"100",2340,"1","UKRN06","","","","","Year 2","","","","","2",2,2,2,2,0,0,-1,1,1,2,2,1,1,-1,-1,-1,1,1,1,1,NA,NA,1,1,0,1,0,0,0,0,0,0,1,1,2,2,-1,2,2,1,1,1,"In psychology studies are rarely replicated out of fears that they will not be published due to lack of interest. Many past studies have been replicated and the results have been inconsistent, so replication is necessary to confirm conclusions. ",0,1,1,"","In psychology studies are rarely replicated out of fears that they will not be published due to lack of interest. Many past studies have been replicated and the results have been inconsistent, so replication is necessary to confirm conclusions. ",1,1,"UKRN",3,12,0.75,10,1.25,NA,1,1,0,1,1,1,1,1,1,1,1
392,"100",1421,"1","UKRN06","","","","","Year 1","","","","","2",1,1,0,1,1,1,1,1,1,1,1,2,0,1,-1,-1,NA,NA,1,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,1,0,1,-1,-1,1,0,1,1,1,"many studies are not replicated because it is seen as a waste of resources, yet it has been found that many well respected studies and their findings cannot be replicated which suggests that we are accepting a lot of information which should first be checked via replication to confirm that it is reliable",0,0,1,"","many studies are not replicated because it is seen as a waste of resources, yet it has been found that many well respected studies and their findings cannot be replicated which suggests that we are accepting a lot of information which should first be checked via replication to confirm that it is reliable",0,1,"UKRN",3,11,0.6875,2,0.25,NA,0,1,0,1,1,1,1,1,1,1,1
393,"100",759,"1","UKRN06","","","","","Year 2","","","","","2",1,1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,-1,1,0,-1,-2,-1,-1,1,1,"it's basically trying to copy the study but using different methods to see if we get same results",0,0,0,"","it's basically trying to copy the study but using different methods to see if we get same results",0,1,"UKRN",3,-4,-0.25,-5,-0.625,8,1,1,1,1,1,1,1,1,1,1,1
394,"100",1430,"1","UKRN06","","","","","Final Year","","","","","2",1,1,-1,2,1,0,0,-1,0,2,1,2,0,2,1,-1,1,1,1,1,NA,1,1,1,1,0,1,0,0,1,1,1,-1,2,1,0,-1,1,-1,0,1,1,"Where lots of research studies have attempted to be replicated and produce results which are non-significant contrasting the original study",1,1,1,"","Where lots of research studies have attempted to be replicated and produce results which are non-significant contrasting the original study",1,1,"UKRN",3,10,0.625,1,0.125,NA,5,1,0,1,1,1,1,1,1,1,1
395,"100",1273,"1","UKRN06","","","","","Final Year","","","","","2",-1,1,0,1,-1,1,1,1,1,1,-2,2,-2,2,-2,-1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,1,-1,-1,-1,-1,1,-1,1,1," Belief that the results of scientific studies cannot be reproduced and are likely to be wrong.",1,0,1,""," Belief that the results of scientific studies cannot be reproduced and are likely to be wrong.",0,1,"UKRN",3,2,0.125,-1,-0.125,8,1,1,1,1,1,1,1,1,1,1,1
396,"100",2839,"1","UKRN06","","","","","Year 1","","","","","2",1,2,2,2,0,0,-1,-1,1,2,1,1,0,1,-1,-2,1,1,1,1,NA,1,NA,1,0,0,1,0,0,1,0,0,1,1,1,1,-1,0,1,0,1,1,"That journals don't want to pay for replica studies especially if they have the same outcomes as the original because they don't add much to current knowledge.",1,1,1,"","That journals don't want to pay for replica studies especially if they have the same outcomes as the original because they don't add much to current knowledge.",0,1,"UKRN",3,8,0.5,4,0.5,NA,2,1,0,1,1,1,1,1,1,1,1
397,"100",1722,"1","UKRN06","","","","","Year 2","","","","","2",1,-1,2,1,1,0,-1,0,-1,1,1,0,1,-1,0,-2,1,1,1,1,NA,NA,1,1,1,0,0,1,0,0,1,1,2,1,-1,2,-2,1,1,1,1,1,"difficulty to reproduce findings found from previous studies",0,1,1,"","difficulty to reproduce findings found from previous studies",0,1,"UKRN",3,2,0.125,5,0.625,NA,4,1,0,1,1,1,1,1,1,1,1
398,"100",2239,"1","UKRN06","","","","","Year 2","","","","","2",1,1,2,2,2,2,2,2,2,0,1,2,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,2,2,1,1,"For results to be valid they need to be replicated and find the same results and many studies are being found to be un replicable",0,1,1,"","For results to be valid they need to be replicated and find the same results and many studies are being found to be un replicable",1,1,"UKRN",3,20,1.25,8,1,8,4,1,1,1,1,1,1,1,1,1,1
399,"100",6110,"1","UKRN06","","","","","Year 1","","","","","2",1,1,1,1,0,0,2,1,2,-1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,2,1,-1,0,1,1,1,1,"A panic because the results of lots of previous studies can't be found again ",0,1,1,"","A panic because the results of lots of previous studies can't be found again ",1,1,"UKRN",3,9,0.5625,5,0.625,8,3,1,1,1,1,1,1,1,1,1,1
400,"100",1590,"1","UKRN06","","","","","Year 1","","","","","1",2,2,1,2,0,0,0,0,1,1,0,1,1,2,1,0,1,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,1,0,0,"",0,0,1,"","",NA,1,"UKRN",3,14,0.875,8,1,NA,0,1,0,1,1,1,1,1,1,1,0
401,"100",1562,"1","UKRN06","","","","","Year 1","","","","","2",2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,NA,NA,1,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,1,1,1,-1,0,1,1,1,0,0,"",0,0,1,"","",NA,1,"UKRN",3,16,1,5,0.625,NA,1,1,0,1,1,1,1,1,1,1,0
402,"100",2631,"1","UKRN06","","","","","Year 2","","","","","2",2,1,2,2,2,1,2,2,2,2,1,-1,0,-1,-1,-2,1,1,1,1,NA,1,1,1,0,1,0,0,0,0,1,1,2,2,2,2,-2,1,-1,1,1,1,"It is an ongoing methodological crisis as a lot of research results have been found difficult or even impossible to reproduce/replicate. Therefore, a lot of psychological results are questionable. ",1,1,1,"","It is an ongoing methodological crisis as a lot of research results have been found difficult or even impossible to reproduce/replicate. Therefore, a lot of psychological results are questionable. ",1,1,"UKRN",3,14,0.875,7,0.875,NA,3,1,0,1,1,1,1,1,1,1,1
403,"100",2155,"1","UKRN06","","","","","Year 1","","","","","1",2,2,2,2,1,1,1,-1,1,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,2,1,2,1,-1,1,1,2,0,0,"",0,0,1,"N/A","",NA,1,"UKRN",3,15,0.9375,9,1.125,8,5,1,1,1,1,1,1,1,1,1,0
404,"100",3041,"1","UKRN06","","","","","Year 2","","","","","2",2,2,2,2,1,1,2,2,2,1,1,1,1,1,0,-1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,1,1,1,2,2,1,1,1,2,1,1,1,"There is a lot of research which is original but not much which replicated and confirms that original research. We should therefore aim to replicate more studies in order to test the reliability of their findings.",1,1,1,"","There is a lot of research which is original but not much which replicated and confirms that original research. We should therefore aim to replicate more studies in order to test the reliability of their findings.",0,1,"UKRN",3,20,1.25,11,1.375,NA,6,1,0,1,1,1,1,1,1,1,1
405,"100",2457,"1","UKRN06","","","","","Year 2","","","","","2",2,1,2,1,0,0,1,1,-1,-1,1,2,1,2,-2,-2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,-1,2,1,-2,-1,1,0,1,1,"results of studies are difficult to replicate/reproduce ",1,1,1,"","results of studies are difficult to replicate/reproduce ",0,1,"UKRN",3,8,0.5,1,0.125,8,2,1,1,1,1,1,1,1,1,1,1
406,"100",1632,"1","UKRN06","","","","","Year 2","","","","","2",1,2,2,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,1,1,NA,NA,1,1,1,0,1,0,0,0,1,1,1,1,2,0,1,2,1,1,1,1,"This is when researchers are unable to find the same findings as stated in previous research despite using the same method.",1,1,1,"No","This is when researchers are unable to find the same findings as stated in previous research despite using the same method.",1,1,"UKRN",3,14,0.875,9,1.125,NA,4,1,0,1,1,1,1,1,1,1,1
407,"100",793,"1","UKRN06","","","","","Year 2","","","","","2",1,0,1,-1,1,-1,0,-1,1,0,1,-1,1,0,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,1,-1,1,0,1,1,1,"results cannot be reproduced ",0,1,1,"","results cannot be reproduced ",1,1,"UKRN",3,2,0.125,5,0.625,8,0,1,1,1,1,1,1,1,1,1,1
408,"100",4143,"1","UKRN06","","","","","Year 1","","","","","2",2,2,0,1,-1,0,0,0,1,0,1,2,0,0,-1,-2,NA,NA,1,1,NA,1,NA,1,0,0,1,1,0,1,0,1,2,1,-1,-1,-2,-2,0,1,0,0,"",0,0,0,"","",NA,1,"UKRN",3,5,0.3125,-2,-0.25,NA,4,1,0,1,1,1,1,1,1,1,0
