"ID","Progress","Duration_Seconds","Finished","Uni","Full_Part","PTY","PTY_Other","Course_Duration","Current_Year","Course_Duration_Other","Current_Year_Other","Course_Name","Previous_Training","Gender","Perception_1","Perception_2","Perception_3","Perception_4","Perception_5","Perception_6","Perception_7","Perception_8","Perception_9","Perception_10","Perception_11","Perception_12","Perception_13","Perception_14","Perception_15","Perception_16","Awareness_1","Awareness_2","Awareness_3","Awareness_4","Awareness_5","Awareness_6","Awareness_7","Awareness_8","Experience_1","Experience_2","Experience_3","Experience_4","Experience_5","Experience_6","Experience_7","Experience_8","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","crisis_aware","crisis_learnt","understanding_crisis","os_explain","os_learnt","applicability","comments","long_desc","crisis_explain","include","UKRN","timepoint","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","Perception_Completed","Awareness_Completed","Experience_Completed","Knowledge_Completed","crisis_aware_Completed","crisis_learnt_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed","crisis_explain_Completed"
143,"100",1675,"1","UKRN09","","","","","Year 1","","","","","2",-1,1,0,0,1,0,1,0,1,-1,1,0,0,0,-1,-1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,"",0,0,1,"","",NA,1,"UKRN",3,1,0.0625,6,0.75,8,2,1,1,1,1,1,1,1,1,1,0
144,"100",3102,"1","UKRN09","","","","","Year 1","","","","","2",1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,-1,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,2,1,0,-1,-2,0,1,1,1,1,"Researchers and scientist in psychology replicating past studies to check the relibility  of the research and how it was conducted.",0,1,1,"","Researchers and scientist in psychology replicating past studies to check the relibility  of the research and how it was conducted.",0,1,"UKRN",3,6,0.375,2,0.25,NA,0,1,0,1,1,1,1,1,1,1,1
145,"100",1929,"1","UKRN09","","","","","Year 2","","","","","2",1,1,1,1,2,1,0,-1,1,1,1,2,0,2,-2,-1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,2,-2,1,1,1,1,"The reproducibility crisis encompasses the difficulty for studies of the past to be reproduced. Reproducibility is a key factor to assess validity and reliability of a study.",1,1,1,"","The reproducibility crisis encompasses the difficulty for studies of the past to be reproduced. Reproducibility is a key factor to assess validity and reliability of a study.",0,1,"UKRN",3,10,0.625,6,0.75,8,2,1,1,1,1,1,1,1,1,1,1
146,"100",1334,"1","UKRN09","","","","","Year 1","","","","","2",1,0,1,-1,-1,0,0,-1,-2,-2,1,1,1,-1,-1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,-1,0,-1,-1,0,-1,1,0,0,0,"",0,0,1,"","",NA,1,"UKRN",3,-2,-0.125,-3,-0.375,8,4,1,1,1,1,1,1,1,1,1,0
147,"100",1212,"1","UKRN09","","","","","Year 1","","","","","2",1,2,2,0,1,2,2,2,2,1,0,0,2,0,0,0,1,1,1,1,NA,1,NA,1,0,0,1,0,0,0,0,0,2,1,2,2,0,0,1,1,1,0,"the inability to reproduce previous results ",0,0,1,"","the inability to reproduce previous results ",1,1,"UKRN",3,17,1.0625,9,1.125,NA,1,1,0,1,1,1,1,1,1,1,1
149,"100",2744,"1","UNI10","","","","","Final Year","","","","","2",1,1,1,1,1,1,2,2,-1,-1,1,2,2,1,-1,-1,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,1,1,0,0,"",0,0,0,"Research at an undergraduate level is rarely published in any academic journals prior to dissertation hand in, questions apply more to funded research for journal articles etc. ","",NA,1,"Non-UKRN",3,12,0.75,4,0.5,NA,0,1,0,1,1,1,1,1,1,1,0
150,"100",11658,"1","UNI10","","","","","Year 1","","","","","2",1,2,0,0,0,1,1,-1,0,0,2,1,1,0,2,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-1,-1,0,0,-2,0,2,1,1,1,"Not being able to reproduce studies",1,0,1,"","Not being able to reproduce studies",0,1,"Non-UKRN",3,9,0.5625,-1,-0.125,8,2,1,1,1,1,1,1,1,1,1,1
151,"100",1738,"1","UNI10","","","","","Year 1","","","","","2",1,1,0,1,-1,1,1,-1,-1,1,2,-1,2,-1,-1,-1,1,1,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,-1,-1,1,1,-2,-1,0,1,1,1,"other researchers using results from the orginal researcher and creating different results that prove the orginal is incorrect",1,0,1,"","other researchers using results from the orginal researcher and creating different results that prove the orginal is incorrect",1,1,"Non-UKRN",3,3,0.1875,-2,-0.25,NA,1,1,0,1,1,1,1,1,1,1,1
152,"100",101717,"1","UNI10","","","","","Final Year","","","","","2",1,1,0,1,1,1,0,-1,1,-1,1,2,1,0,0,-1,1,1,1,1,NA,NA,1,1,1,1,1,1,0,0,1,0,-1,0,1,0,-1,0,1,0,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,7,0.4375,0,0,NA,5,1,0,1,1,1,1,1,1,1,0
153,"100",1526,"1","UNI10","","","","","Year 1","","","","","3",1,1,2,1,2,2,2,1,2,2,-1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,-1,2,2,0,1,0,0,"",0,0,0,"","",NA,1,"Non-UKRN",3,20,1.25,10,1.25,8,0,1,1,1,1,1,1,1,1,1,0
154,"100",3688,"1","UNI10","","","","","Final Year","","","","","2",2,1,1,2,2,2,2,-1,2,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,-2,1,-1,-1,1,1,1,1,1,1,"the belief that if results cannot be replicated the original study is wrong ",1,0,1,"","the belief that if results cannot be replicated the original study is wrong ",0,1,"Non-UKRN",3,16,1,1,0.125,8,5,1,1,1,1,1,1,1,1,1,1
155,"64",645,"0","UNI10","","","","","Year 1","","","","","2",2,2,1,0,1,1,1,0,2,1,1,2,2,-1,0,-2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,-2,-2,-1,1,0,1,0,"Studies are becoming increasingly difficult to replicate ",0,0,0,"","Studies are becoming increasingly difficult to replicate ",0,1,"Non-UKRN",3,13,0.8125,2,0.25,8,0,1,1,1,1,1,1,1,1,1,1
156,"86",1322,"0","UNI10","","","","","Final Year","","","","","2",1,1,2,2,1,2,0,-1,-1,1,2,2,-1,2,-1,-1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,2,2,2,0,-1,0,1,0,1,0,"Not sure but I think it‚Äôs about the lack of ability to reproduce due to a lack of information provided by the original researchers ",0,0,1,"","Not sure but I think itâ€šÃ„Ã´s about the lack of ability to reproduce due to a lack of information provided by the original researchers ",1,1,"Non-UKRN",3,11,0.6875,6,0.75,8,3,1,1,1,1,1,1,1,1,1,1
159,"100",2020,"1","UNI10","","","","","Year 2","","","","","2",1,2,1,1,1,1,1,-1,0,0,-1,1,1,-1,-1,-2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,1,1,0,"Studies that cant be replicated because data is not made available",0,0,1,"","Studies that cant be replicated because data is not made available",1,1,"Non-UKRN",3,4,0.25,-2,-0.25,NA,0,1,0,1,1,1,1,1,1,1,1
161,"79",1159,"0","UNI10","","","","","Year 2","","","","","2",1,1,1,1,2,1,2,2,2,1,2,1,0,0,-1,-2,1,1,1,1,NA,1,1,1,0,0,1,0,0,0,0,0,1,1,2,-1,0,1,1,0,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,14,0.875,5,0.625,NA,1,1,0,1,1,1,1,1,1,1,0
196,"100",1791,"1","UNI79","","","","","Year 2","","","","","2",2,2,0,2,2,0,0,0,2,2,1,2,1,2,-2,-2,1,NA,1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,2,1,2,-1,-2,-2,0,0,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,14,0.875,0,0,NA,1,1,0,1,1,1,1,1,1,1,0
197,"100",3662,"1","UNI79","","","","","Year 1","","","","","1",1,1,1,1,1,1,2,-1,1,1,0,1,0,1,0,-1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,-1,0,1,0,-1,1,1,1,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,10,0.625,2,0.25,8,2,1,1,1,1,1,1,1,1,1,0
198,"100",2310,"1","UNI79","","","","","Year 1","","","","","2",2,2,2,-1,2,0,2,1,2,0,2,1,0,-2,-1,-1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,2,1,1,-1,-2,1,0,1,0,0,"",0,0,1,"I am only in my second semester, so I‚Äôm thinking that year 3 students probably have a lot more knowledge and I don‚Äôt know if my answers would indicate something about the way of teaching in my school. I would know much more if I had studied for a longer period of time. ","",NA,1,"Non-UKRN",3,11,0.6875,3,0.375,8,2,1,1,1,1,1,1,1,1,1,0
199,"100",1653,"1","UNI79","","","","","Year 2","","","","","1",2,2,1,1,2,1,2,2,2,2,2,1,1,2,-1,-2,1,NA,1,NA,1,1,NA,1,1,0,1,0,1,1,0,1,1,-1,2,1,-1,1,2,1,1,0,"Some studies cannot be tested",0,0,0,"","Some studies cannot be tested",0,1,"Non-UKRN",3,20,1.25,6,0.75,NA,5,1,0,1,1,1,1,1,1,1,1
200,"100",1287,"1","UNI79","","","","","Year 2","","","","","2",1,-1,-1,-2,-1,-2,1,1,1,0,2,0,-1,1,-2,-2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,-2,0,0,-2,-1,-1,1,-1,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,-5,-0.3125,-6,-0.75,8,3,1,1,1,1,1,1,1,1,1,0
201,"100",3528,"1","UNI79","","","","","Final Year","","","","","2",1,1,2,2,2,1,2,2,2,2,1,2,1,0,-1,-1,1,1,1,NA,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,-1,0,1,1,1,1,0,"methodological issue where replciations don't produce the same result as original study",0,0,1,"This was very heavily quant-focussed. Some things like adding additional participants for ex is not so problematic for a qual study.","methodological issue where replciations don't produce the same result as original study",1,1,"Non-UKRN",3,19,1.1875,6,0.75,NA,0,1,0,1,1,1,1,1,1,1,1
202,"100",10735,"1","UNI79","","","","","Year 1","","","","","2",2,2,2,-2,2,-2,2,-2,-2,-2,1,2,-1,-2,-2,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,2,-2,-2,-2,2,-2,-1,1,1,1,"Difficulty to replicate some scientific studies",0,0,1,"","Difficulty to replicate some scientific studies",0,1,"Non-UKRN",3,0,0,-4,-0.5,NA,0,1,0,1,1,1,1,1,1,1,1
207,"79",1161,"0","UNI79","","","","","Year 1","","","","","4",1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,-1,-2,-2,-2,-1,-1,1,0,0,"",0,0,0,"","",NA,1,"Non-UKRN",3,4,0.25,-7,-0.875,8,2,1,1,1,1,1,1,1,1,1,0
208,"61",536,"0","UNI79","","","","","Year 2","","","","","2",1,1,1,1,0,0,1,1,1,0,1,1,0,0,-1,-1,NA,NA,1,1,NA,1,NA,1,0,0,0,0,0,0,0,0,-1,1,1,-1,-2,-1,1,0,1,1,"Scientific studies that are hard to replicate",0,0,1,"","Scientific studies that are hard to replicate",0,1,"Non-UKRN",3,7,0.4375,-2,-0.25,NA,0,1,0,1,1,1,1,1,1,1,1
209,"88",973,"0","UNI79","","","","","Final Year","","","","","2",1,2,1,-1,-1,0,1,0,1,-1,1,2,0,2,-1,-1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,0,-1,0,-1,1,0,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,6,0.375,1,0.125,NA,0,1,0,1,1,1,1,1,1,1,0
211,"100",4189,"1","UNI79","","","","","Year 2","","","","","2",1,1,1,0,1,0,2,1,1,0,1,1,1,-1,-1,-1,1,NA,1,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,1,0,2,-1,-1,-1,1,1,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,8,0.5,2,0.25,NA,0,1,0,1,1,1,1,1,1,1,0
213,"100",1832,"1","UNI79","","","","","Final Year","","","","","2",1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,-1,-2,-1,0,0,0,0,"",0,0,0,"","",NA,1,"Non-UKRN",3,6,0.375,-2,-0.25,8,1,1,1,1,1,1,1,1,1,1,0
215,"100",1958,"1","UNI19","","","","","Year 1","","","","","1",2,1,1,0,1,1,2,1,1,1,1,1,1,0,-1,-1,NA,1,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,0,"An issue with the inability to replicate research within the field of psychology ",0,0,1,"","An issue with the inability to replicate research within the field of psychology ",0,1,"Non-UKRN",3,12,0.75,9,1.125,NA,0,1,0,1,1,1,1,1,1,1,1
216,"100",1269,"1","UNI19","","","","","Year 1","","","","","2",1,1,0,0,0,0,1,-1,1,0,1,0,1,-1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,2,0,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,4,0.25,4,0.5,8,0,1,1,1,1,1,1,1,1,1,0
217,"100",2289,"1","UNI19","","","","","Year 1","","","","","2",2,2,2,-2,1,0,0,-2,1,-1,2,2,2,-2,2,1,1,1,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,-1,-1,2,1,-2,1,2,0,1,1,"The issue where research is difficult to replicate, leading to poor validity",0,0,0,"","The issue where research is difficult to replicate, leading to poor validity",0,1,"Non-UKRN",3,10,0.625,2,0.25,NA,0,1,0,1,1,1,1,1,1,1,1
218,"100",2363,"1","UNI19","","","","","Year 1","","","","","2",-1,1,-2,1,-1,-1,-1,-1,-2,1,1,2,0,0,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,-2,-1,-2,-1,0,2,0,1,1,"the difficulty of replicating studies",0,0,1,"n/a","the difficulty of replicating studies",0,1,"Non-UKRN",3,-5,-0.3125,-3,-0.375,8,0,1,1,1,1,1,1,1,1,1,1
219,"100",3234,"1","UNI19","","","","","Year 1","","","","","1",2,2,2,2,2,2,1,-1,1,2,2,2,2,-2,-2,-2,1,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,1,1,-2,-2,2,0,1,1,"If a study is repeated and does not garner the same results this leads to doubts of its reliability, the results should be replicated each time the study is carried out",0,0,1,"","If a study is repeated and does not garner the same results this leads to doubts of its reliability, the results should be replicated each time the study is carried out",1,1,"Non-UKRN",3,15,0.9375,2,0.25,NA,0,1,0,1,1,1,1,1,1,1,1
220,"100",1239,"1","UNI19","","","","","Year 1","","","","","2",1,1,1,-1,1,1,2,1,1,1,1,1,1,-1,-1,-1,NA,1,1,NA,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,-1,-1,1,1,-1,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,9,0.5625,2,0.25,NA,5,1,0,1,1,1,1,1,1,1,0
221,"100",1222,"1","UNI19","","","","","Year 1","","","","","2",1,1,1,1,0,0,-1,0,0,1,1,1,-1,1,-2,-2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,-2,-2,0,1,1,1,0,0,"",1,0,1,"","",NA,1,"Non-UKRN",3,2,0.125,1,0.125,8,2,1,1,1,1,1,1,1,1,1,0
222,"100",1752,"1","UNI19","","","","","Year 1","","","","","2",2,1,0,1,1,1,0,2,0,1,2,1,0,1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,-1,-2,-1,0,1,0,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,11,0.6875,-2,-0.25,8,2,1,1,1,1,1,1,1,1,1,0
223,"100",4451,"1","UNI19","","","","","Year 1","","","","","1",1,2,1,1,0,1,0,0,1,1,1,2,1,-1,-1,0,1,1,1,NA,NA,1,NA,1,0,0,1,0,0,1,0,1,1,1,1,-1,0,1,-1,1,1,1,"due to the individual variance in people study results are hard to replicate. ",0,0,0,"","due to the individual variance in people study results are hard to replicate. ",0,1,"Non-UKRN",3,10,0.625,3,0.375,NA,3,1,0,1,1,1,1,1,1,1,1
224,"100",2477,"1","UNI19","","","","","Year 1","","","","","1",2,1,2,2,2,2,0,-2,0,2,0,2,1,-1,0,0,1,1,1,NA,1,1,NA,1,0,0,0,0,0,0,0,0,1,2,-2,-2,-1,0,2,0,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,13,0.8125,0,0,NA,0,1,0,1,1,1,1,1,1,1,0
226,"100",1858,"1","UNI19","","","","","Year 1","","","","","3",1,1,0,1,1,0,2,1,2,2,2,2,2,1,-1,0,1,1,1,1,NA,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,-1,-1,2,2,1,1,"many old studies have been found to be very difficult to replicate",1,1,1,"","many old studies have been found to be very difficult to replicate",0,1,"Non-UKRN",3,17,1.0625,3,0.375,NA,2,1,0,1,1,1,1,1,1,1,1
227,"100",4189,"1","UNI19","","","","","Year 1","","","","","2",1,1,1,1,0,0,2,1,1,1,2,1,0,-1,0,0,1,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,1,0,0,0,"",1,0,1,"","",NA,1,"Non-UKRN",3,11,0.6875,1,0.125,NA,1,1,0,1,1,1,1,1,1,1,0
228,"100",2684,"1","UNI19","","","","","Year 1","","","","","1",-1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,NA,NA,1,NA,1,0,0,1,0,0,1,0,0,1,0,1,1,-1,1,1,1,1,0,"Where the findings of certain studies are hard to replicate ",0,0,1,"","Where the findings of certain studies are hard to replicate ",1,1,"Non-UKRN",3,9,0.5625,5,0.625,NA,2,1,0,1,1,1,1,1,1,1,1
229,"100",1141,"1","UNI19","","","","","Year 1","","","","","2",2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,NA,1,NA,1,1,NA,NA,0,0,1,0,0,1,0,0,1,1,-2,0,-1,1,0,1,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,14,0.875,1,0.125,NA,2,1,0,1,1,1,1,1,1,1,0
231,"100",2710,"1","UNI19","","","","","Year 1","","","","","2",1,1,1,1,1,1,2,1,2,2,2,0,1,-1,0,-1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,"When a paper using completely accepted experimental methods was published purporting to find evidence that people were capable of perceiving the future, which is impossible.",0,0,1,"","When a paper using completely accepted experimental methods was published purporting to find evidence that people were capable of perceiving the future, which is impossible.",0,1,"Non-UKRN",3,14,0.875,5,0.625,8,2,1,1,1,1,1,1,1,1,1,1
232,"100",8963,"1","UNI19","","","","","Year 1","","","","","2",1,0,0,-1,-1,1,1,1,0,0,1,1,1,0,0,-1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,-1,0,0,0,1,1,"People were perceiving the future of their study and this is impossible ",0,0,1,"","People were perceiving the future of their study and this is impossible ",0,1,"Non-UKRN",3,4,0.25,0,0,8,4,1,1,1,1,1,1,1,1,1,1
233,"100",2653,"1","UNI19","","","","","Year 1","","","","","1",1,1,1,1,0,-1,1,-1,1,1,-1,1,-2,-1,-1,-1,1,1,1,1,NA,1,NA,1,0,0,0,0,0,0,0,0,1,1,1,-2,-1,1,0,1,0,0,"",1,1,1,"","",NA,1,"Non-UKRN",3,0,0,2,0.25,NA,0,1,0,1,1,1,1,1,1,1,0
234,"100",7762,"1","UNI19","","","","","Year 1","","","","","1",2,2,2,2,2,2,2,1,2,2,2,-1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,2,2,2,-2,-1,2,1,1,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,21,1.3125,7,0.875,8,3,1,1,1,1,1,1,1,1,1,0
235,"100",2088,"1","UNI19","","","","","Year 1","","","","","2",2,0,1,0,0,1,0,-1,0,0,0,2,1,0,-1,-2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2,0,-1,1,1,0,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,3,0.1875,4,0.5,8,1,1,1,1,1,1,1,1,1,1,0
236,"100",1535,"1","UNI19","","","","","Year 1","","","","","2",1,1,1,0,1,0,2,1,1,1,2,2,1,-1,-1,-2,1,1,1,1,1,1,NA,1,1,1,1,1,0,1,0,1,1,1,1,1,-1,-1,1,-1,1,1,"when researchers create conditions of an experiment which are hard to repeat in other circumstances ",0,0,1,"","when researchers create conditions of an experiment which are hard to repeat in other circumstances ",0,1,"Non-UKRN",3,10,0.625,2,0.25,NA,6,1,0,1,1,1,1,1,1,1,1
237,"100",1784,"1","UNI19","","","","","Year 1","","","","","2",2,1,2,0,0,0,1,1,2,1,2,2,2,2,-1,-2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,-2,0,-2,2,-2,0,2,0,1,1,"whether the findings of a study can be replicated and get similar results ",0,0,1,"","whether the findings of a study can be replicated and get similar results ",0,1,"Non-UKRN",3,15,0.9375,-2,-0.25,8,5,1,1,1,1,1,1,1,1,1,1
240,"100",699,"1","UNI19","","","","","Year 1","","","","","1",-1,-1,1,2,1,-1,1,-1,1,-1,0,-1,0,-1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,2,0,1,1,0,1,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,-1,-0.0625,8,1,8,6,1,1,1,1,1,1,1,1,1,0
241,"100",2992,"1","UNI19","","","","","Year 1","","","","","2",-1,1,1,-1,1,1,1,-1,-1,-1,1,2,-1,0,-1,-2,NA,NA,1,1,NA,1,NA,1,0,0,1,1,0,1,0,0,1,-1,1,-1,-2,-1,1,1,1,1,"that many studies results cannot be replicated and therefore unreliable",0,0,1,"","that many studies results cannot be replicated and therefore unreliable",1,1,"Non-UKRN",3,-1,-0.0625,-1,-0.125,NA,3,1,0,1,1,1,1,1,1,1,1
242,"100",1652,"1","UNI19","","","","","Year 1","","","","","1",1,2,-1,-1,0,0,-1,0,0,0,-1,1,0,-1,-1,0,NA,1,1,1,1,NA,1,NA,0,1,1,1,0,0,0,0,1,0,-2,0,-1,-1,0,0,0,0,"",0,0,0,"","",NA,1,"Non-UKRN",3,-2,-0.125,-3,-0.375,NA,3,1,0,1,1,1,1,1,1,1,0
243,"100",1839,"1","UNI19","","","","","Year 1","","","","","2",2,2,2,0,2,0,2,1,2,1,2,2,1,-1,-1,-2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,2,0,2,-1,-2,0,2,2,1,0,"It is the idea that if results cannot be reproduced that they are incorrect. ",1,0,1,"n/a","It is the idea that if results cannot be reproduced that they are incorrect. ",0,1,"Non-UKRN",3,15,0.9375,5,0.625,8,5,1,1,1,1,1,1,1,1,1,1
244,"100",2682,"1","UNI19","","","","","Year 1","","","","","2",1,1,-1,0,0,1,1,1,0,0,1,2,-1,1,-2,-1,1,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,-1,-2,-1,1,-1,1,1,-1,0,0,"",0,0,0,"","",NA,1,"Non-UKRN",3,4,0.25,-3,-0.375,NA,1,1,0,1,1,1,1,1,1,1,0
245,"76",1563,"0","UNI19","","","","","Year 1","","","","","2",2,2,2,2,2,1,2,1,2,2,0,1,0,-1,0,0,1,1,1,1,1,1,NA,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,2,1,1,"The belief that the results of studies cannot be replicated in other studies and therefore suggest the results of the studies aren‚Äôt accurate",1,0,1,"","The belief that the results of studies cannot be replicated in other studies and therefore suggest the results of the studies arenâ€šÃ„Ã´t accurate",1,1,"Non-UKRN",3,18,1.125,8,1,NA,0,1,0,1,1,1,1,1,1,1,1
246,"100",1191,"1","UNI19","","","","","Year 1","","","","","1",-1,1,1,1,1,1,1,-1,1,2,1,0,1,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,-1,1,1,-2,-2,0,1,0,0,0,"",0,0,0,"","",NA,1,"Non-UKRN",3,6,0.375,-2,-0.25,8,4,1,1,1,1,1,1,1,1,1,0
247,"100",2342,"1","UNI19","","","","","Year 1","","","","","2",2,1,1,0,1,0,1,0,0,0,1,0,1,-1,0,-1,1,NA,1,1,1,1,NA,1,1,0,1,0,0,0,0,0,-1,-1,1,0,-1,1,0,1,1,0,"studies being impossible to accurately repeat",0,0,1,"","studies being impossible to accurately repeat",0,1,"Non-UKRN",3,6,0.375,0,0,NA,2,1,0,1,1,1,1,1,1,1,1
248,"100",3613,"1","UNI19","","","","","Year 1","","","","","2",2,0,1,1,1,0,1,1,2,1,2,2,0,2,-1,-1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,-1,1,2,2,0,0,"",0,0,1,"","",NA,1,"Non-UKRN",3,14,0.875,8,1,8,3,1,1,1,1,1,1,1,1,1,0
267,"100",1662,"1","UKRN06","","","","","Year 1","","","","","2",2,1,0,1,1,0,0,0,2,0,1,2,1,-1,-2,-1,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,1,0,0,1,0,0,1,1,2,-1,0,0,0,0,"",0,0,1,"No thank you","",NA,1,"UKRN",3,7,0.4375,3,0.375,NA,2,1,0,1,1,1,1,1,1,1,0
268,"100",1245,"1","UKRN06","","","","","Year 2","","","","","2",1,1,2,1,1,1,1,2,1,1,1,2,1,1,-1,-2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,2,-1,1,1,1,1,1,"The fact that a large proportion of psychological research is not replicable.",1,1,1,"","The fact that a large proportion of psychological research is not replicable.",0,1,"UKRN",3,14,0.875,7,0.875,8,2,1,1,1,1,1,1,1,1,1,1
269,"100",2278,"1","UKRN06","","","","","Year 2","","","","","2",1,1,1,1,1,1,2,-1,2,2,1,1,2,2,0,-1,1,1,1,1,NA,1,1,1,1,1,1,0,0,0,1,1,2,1,2,2,-1,2,1,1,1,1,"The inability to reproduce results and findings from previous studies, thereby casting doubt over established theories based on previous research",1,1,1,"","The inability to reproduce results and findings from previous studies, thereby casting doubt over established theories based on previous research",1,1,"UKRN",3,16,1,10,1.25,NA,5,1,0,1,1,1,1,1,1,1,1
270,"100",1300,"1","UKRN06","","","","","Year 2","","","","","2",2,2,1,2,1,1,0,-1,2,2,2,2,2,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,2,1,2,2,0,2,2,1,1,1,"the inability of researchers to replicate the results of studies",1,1,1,"","the inability of researchers to replicate the results of studies",1,1,"UKRN",3,21,1.3125,12,1.5,8,5,1,1,1,1,1,1,1,1,1,1
271,"100",1977,"1","UKRN06","","","","","Year 2","","","","","2",1,0,2,1,1,1,0,1,1,2,1,2,0,1,0,-1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,2,1,1,-1,-1,0,0,1,1,1,"Being unable to replicate/ reproduce a study ",1,1,0,"","Being unable to replicate/ reproduce a study ",0,1,"UKRN",3,13,0.8125,3,0.375,8,4,1,1,1,1,1,1,1,1,1,1
272,"100",571,"1","UKRN06","","","","","Year 1","","","","","1",1,0,1,-1,0,0,1,0,1,0,1,0,1,-1,1,-1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,-1,1,0,-1,0,-1,0,1,0,"/",1,1,1,"na","/",0,1,"UKRN",3,4,0.25,-1,-0.125,8,5,1,1,1,1,1,1,1,1,1,1
