"ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Awareness_Replication","Awareness_Materials","Awareness_Education","Awareness_Access","Awareness_Data","Awareness_Power","Awareness_Preregistration","Awareness_Preprint","Awareness_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Awareness_Completed"
302,"UKRN06","","","Year 1","","","","2","UKRN",3,1,0,1,0,0,0,0,1,3,1,1,1,1,1,1
303,"UKRN06","","","Year 1","","","","2","UKRN",3,1,0,1,0,0,1,0,1,4,0,0,NA,1,1,1
304,"UKRN06","","","Year 2","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
305,"UKRN06","","","Year 1","","","","2","UKRN",3,0,1,1,1,0,1,0,1,5,0,0,NA,0,0,1
306,"UKRN06","","","Year 1","","","","2","UKRN",3,1,0,0,0,0,0,0,0,1,0,0,NA,1,1,1
307,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,1,1,1,1,7,1,0,1,0,1,1
308,"UKRN06","","","Year 1","","","","2","UKRN",3,1,0,1,0,0,0,1,1,4,0,0,NA,0,1,1
309,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,0,1
310,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,1,1
311,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
312,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,0,0,1,1,5,1,0,1,0,0,1
313,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,0,1,1,1,6,1,1,1,1,1,1
314,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
315,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
316,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
317,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,0,0,1,5,1,1,1,1,1,1
318,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,1,1,0,0,0,0,2,1,1,1,0,0,1
319,"UKRN06","","","Year 2","","","","2","UKRN",3,1,0,1,0,0,1,1,1,5,1,1,0,0,0,1
320,"UKRN06","","","Year 2","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
321,"UKRN06","","","Year 1","","","","1","UKRN",3,1,1,1,1,0,0,1,1,6,1,1,0,1,1,1
322,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,0,0,1,1,5,0,0,NA,1,0,1
323,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,1
324,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,0,1,0,0,1,0,4,0,0,NA,1,0,1
325,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
326,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,1,0,1,1,1,1,5,1,1,0,0,0,1
327,"UKRN06","","","Year 1","","","","2","UKRN",3,1,0,1,0,0,0,0,1,3,0,0,NA,0,0,1
328,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
329,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
330,"UKRN06","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1
331,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
332,"UKRN06","","","Final Year","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
333,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,0,0,0,1,4,0,0,NA,0,0,1
334,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
335,"UKRN06","","","Year 2","","","","1","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
336,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,1,1,1,1,7,1,1,0,0,0,1
337,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,1,0,0,1
338,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
339,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
340,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
341,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,0,0,1,1,5,1,1,1,0,0,1
342,"UKRN06","","","Year 1","","","","2","UKRN",3,1,0,0,0,0,0,0,1,2,1,1,0,0,1,1
343,"UKRN06","","","Year 1","","","","3","UKRN",3,1,1,1,0,0,1,0,0,4,0,0,NA,0,1,1
344,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
345,"UKRN06","","","Year 2","","","","1","UKRN",3,1,1,1,1,0,1,1,1,7,1,0,1,1,1,1
346,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,1,0,1
347,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,1
348,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,0,1,6,0,0,NA,0,0,1
349,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1
350,"UKRN06","","","Year 1","","","","2","UKRN",3,1,0,1,0,0,1,1,1,5,1,0,0,0,0,1
351,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,0,0,0,0,1,1,2,0,0,NA,0,0,1
352,"UKRN06","","","Year 2","","","","2","UKRN",3,1,0,0,1,0,0,1,1,4,1,1,1,0,1,1
353,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,1,0,0,0,0,1,2,0,0,NA,0,0,1
354,"UKRN06","","","Year 2","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,0,1,1
355,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,0,1,0,1,5,1,0,1,1,1,1
356,"UKRN06","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
357,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,0,1,1,6,1,1,1,1,1,1
358,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,0,1,1,0,5,1,1,1,1,0,1
359,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
360,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
361,"UKRN06","","","Year 1","","","","2","UKRN",3,1,0,1,0,0,0,0,1,3,0,0,NA,1,0,1
362,"UKRN06","","","Year 1","","","","1","UKRN",3,0,0,1,0,0,0,1,1,3,0,0,NA,0,0,1
363,"UKRN06","","","Year 1","","","","2","UKRN",3,1,0,1,0,0,1,1,0,4,0,0,NA,1,0,1
364,"UKRN06","","","Year 2","","","","1","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,0,1,1,1
365,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
366,"UKRN06","","","Year 1","","","","1","UKRN",3,1,1,1,0,1,1,0,1,6,1,1,0,1,1,1
367,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
368,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1
369,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,0,1
370,"UKRN06","","","Year 1","","","","2","UKRN",3,1,0,1,0,0,0,0,1,3,0,0,NA,0,0,1
371,"UKRN06","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
372,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,0,1,1,1
373,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
374,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
375,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,0,1,0,1,5,0,0,NA,1,1,1
376,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
377,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
378,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,0,1,1,1
379,"UKRN06","","","Year 2","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
380,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,0,1,0,1,5,0,0,NA,1,0,1
381,"UKRN06","","","Final Year","","","","2","UKRN",3,1,0,1,1,1,1,1,1,7,1,1,1,1,1,1
383,"UKRN06","","","Year 2","","","","1","UKRN",3,1,1,1,0,0,1,1,1,6,0,0,NA,1,0,1
384,"UKRN06","","","Year 1","","","","1","UKRN",3,1,1,1,0,0,1,1,1,6,1,1,1,1,1,1
385,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,1,0,1
386,"UKRN06","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
387,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,0,0,0,1,4,0,0,NA,1,1,1
388,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
389,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
390,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,0,0,1,1,5,1,0,0,0,0,1
391,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,0,1,1,6,1,1,1,0,1,1
392,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,1,0,0,1,0,1,3,1,1,0,0,0,1
393,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
394,"UKRN06","","","Final Year","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
395,"UKRN06","","","Final Year","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,0,1
396,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,0,1,6,1,1,0,1,1,1
397,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,0,1,1,6,1,1,0,0,1,1
398,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
399,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
400,"UKRN06","","","Year 1","","","","1","UKRN",3,1,1,1,0,0,0,0,1,4,0,0,NA,0,0,1
401,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,1,0,0,0,1,1,3,0,0,NA,0,0,1
402,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
403,"UKRN06","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
404,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,0,1,1,1
405,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
406,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,0,1,1,6,1,1,1,1,1,1
407,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
408,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,1,1,0,1,0,1,4,0,0,NA,0,0,1
409,"UKRN06","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
410,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,1,1,0,1,0,1,4,0,0,NA,0,0,1
411,"UKRN06","","","Year 2","","","","2","UKRN",3,1,0,1,1,0,0,1,1,5,1,1,1,0,0,1
412,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
413,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
414,"UKRN06","","","Year 2","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
415,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
416,"UKRN06","","","Year 1","","","","1","UKRN",3,1,0,1,1,0,1,1,1,6,1,0,0,0,0,1
417,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
418,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
419,"UKRN06","","","Year 1","","","","1","UKRN",3,1,1,0,0,0,1,0,0,3,0,0,NA,1,0,1
420,"UKRN06","","","Year 2","","","","3","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
421,"UKRN06","","","Year 1","","","","2","UKRN",3,1,0,1,0,0,0,0,1,3,0,0,NA,0,0,1
422,"UKRN06","","","Year 1","","","","2","UKRN",3,0,0,1,0,0,0,0,1,2,1,1,1,0,0,1
423,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
424,"UKRN06","","","Year 1","","","","1","UKRN",3,0,1,1,0,0,0,1,1,4,1,1,0,0,0,1
425,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,0,0,1,0,1,5,0,0,NA,0,1,1
426,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,0,1,1,1,1,7,0,0,NA,1,0,1
427,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
428,"UKRN06","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
429,"UKRN06","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
430,"UKRN06","","","Final Year","","","","1","UKRN",3,1,1,0,1,0,0,1,1,5,1,1,1,1,1,1
472,"UKRN01","","","Year 1","","","","2","UKRN",3,1,0,0,1,0,0,0,1,3,1,1,1,1,0,1
473,"UKRN01","","","Final Year","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
474,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,0,1,1,0,1,6,0,0,NA,0,0,1
475,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
476,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
477,"UKRN01","","","Year 1","","","","2","UKRN",3,1,0,1,1,0,1,0,1,5,0,0,NA,0,0,1
478,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
479,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,0,0,NA,0,0,1
480,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
481,"UKRN01","","","Year 2","","","","1","UKRN",3,1,1,1,0,0,0,0,0,3,1,1,0,0,0,1
482,"UKRN01","","","Year 1","","","","3","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
483,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
484,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,0,1,1,7,1,1,0,1,0,1
485,"UKRN01","","","Year 1","","","","1","UKRN",3,1,0,1,1,1,1,1,1,7,1,0,1,0,0,1
487,"UKRN01","","","Year 2","","","","2","UKRN",3,0,0,0,1,0,0,1,1,3,1,1,1,0,1,1
488,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1
489,"UKRN01","","","Year 2","","","","2","UKRN",3,1,0,1,1,0,1,1,1,6,1,1,1,0,1,1
490,"UKRN01","","","Year 1","","","","2","UKRN",3,0,0,1,0,1,0,0,1,3,0,0,NA,0,0,1
491,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
492,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
493,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
496,"UKRN01","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
497,"UKRN01","","","Year 1","","","","2","UKRN",3,0,0,1,1,0,0,0,1,3,0,0,NA,0,0,1
498,"UKRN01","","","Final Year","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
499,"UKRN01","","","Year 1","","","","1","UKRN",3,1,1,1,0,0,1,0,1,5,0,0,NA,0,0,1
500,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,1,1
501,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
502,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,0,1,7,1,1,1,0,1,1
503,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
504,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
505,"UKRN01","","","Year 2","","","","2","UKRN",3,0,0,1,1,0,0,0,1,3,0,0,NA,0,0,1
506,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
507,"UKRN01","","","Year 2","","","","2","UKRN",3,1,0,1,1,0,0,1,1,5,1,0,1,0,1,1
508,"UKRN01","","","Year 1","","","","2","UKRN",3,0,0,1,1,1,1,1,1,6,0,0,NA,0,0,1
509,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,0,1,1,6,0,0,NA,1,1,1
510,"UKRN01","","","Year 1","","","","1","UKRN",3,1,1,1,1,0,0,1,1,6,0,0,NA,1,1,1
511,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
513,"UKRN01","","","Year 2","","","","1","UKRN",3,1,0,1,1,0,0,1,0,4,1,1,0,1,1,1
514,"UKRN01","","","Year 1","","","","2","UKRN",3,0,0,1,1,0,0,1,1,4,0,0,NA,0,0,1
516,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,0,1,1,6,1,1,1,1,1,1
517,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,1,0,0,1
518,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,0,1,1,6,1,0,0,0,1,1
519,"UKRN01","","","Final Year","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
520,"UKRN01","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
521,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,0,1,1,1,1,7,0,0,NA,0,0,1
522,"UKRN01","","","Year 1","","","","2","UKRN",3,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,1
523,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
524,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,1,1
525,"UKRN01","","","Year 2","","","","1","UKRN",3,1,1,1,1,0,0,1,1,6,1,1,1,1,1,1
526,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
527,"UKRN01","","","Year 2","","","","2","UKRN",3,0,0,1,1,0,0,1,1,4,0,0,NA,0,0,1
528,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
529,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
530,"UKRN01","","","Year 2","","","","2","UKRN",3,0,0,0,1,0,0,1,1,3,1,1,1,0,0,1
531,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,0,0,0,1,1
532,"UKRN01","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
533,"UKRN01","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
535,"UKRN01","","","Final Year","","","","2","UKRN",3,1,1,1,1,1,0,1,1,7,1,1,0,1,1,1
537,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
538,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
539,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,0,1,6,1,1,1,1,1,1
540,"UKRN08","","","Year 2","","","","2","UKRN",3,1,0,1,1,0,1,1,1,6,1,1,1,1,0,1
541,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,1,1,7,1,1,1,0,1,1
542,"UKRN08","","","Year 1","","","","2","UKRN",3,1,0,1,1,0,0,1,1,5,1,1,0,1,1,1
543,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
544,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
545,"UKRN08","","","Year 2","","","","2","UKRN",3,1,0,0,1,0,0,0,1,3,1,1,0,0,0,1
546,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
547,"UKRN08","","","Year 2","","","","2","UKRN",3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1
548,"UKRN08","","","Year 2","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
549,"UKRN08","","","Year 2","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
550,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
551,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
552,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
553,"UKRN08","","","Year 1","","","","1","UKRN",3,1,0,1,1,0,1,1,1,6,1,1,0,1,1,1
554,"UKRN08","","","Year 2","","","","1","UKRN",3,0,0,1,0,0,1,0,1,3,0,0,NA,0,0,1
555,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,0,0,1,5,1,1,1,1,1,1
556,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
557,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,0,1,1,1,1,1,7,1,1,0,1,1,1
558,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
559,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
560,"UKRN08","","","Year 1","","","","2","UKRN",3,1,0,1,0,0,1,0,1,4,0,0,NA,0,0,1
561,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
562,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
563,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
564,"UKRN08","","","Year 1","","","","2","UKRN",3,1,0,1,1,0,1,0,1,5,1,1,0,0,0,1
565,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
566,"UKRN08","","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
567,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
568,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
569,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
570,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
571,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
572,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,0,1,7,1,1,1,1,1,1
573,"UKRN08","","","Final Year","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
574,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
575,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,0,1,7,1,1,0,1,1,1
576,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
577,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
578,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
579,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
580,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,0,1,0,1,6,1,1,1,1,1,1
581,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
582,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
583,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,0,1,7,1,1,0,1,1,1
584,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
585,"UKRN08","","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,1,0,0,1
586,"UKRN08","","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
