"ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Awareness_Replication","Awareness_Materials","Awareness_Education","Awareness_Access","Awareness_Data","Awareness_Power","Awareness_Preregistration","Awareness_Preprint","Awareness_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Awareness_Completed"
1,"UKRN02","Full-time","Other (Please specify)","Year 1","3","Psychology BSC","Yes","Female","UKRN",1,1,0,1,1,0,1,0,1,5,1,1,0,1,1,1
2,"UKRN02","Full-time","Yes","Year 1","4","Psychology","No","Female","UKRN",1,0,0,1,1,0,0,1,1,4,1,1,1,0,1,1
3,"UKRN02","Full-time","Yes","Placement Year","3","BSc Psychology","Yes","Female","UKRN",1,1,0,1,0,0,0,1,1,4,1,1,0,0,0,1
4,"UKRN02","Full-time","Yes","Year 1","3","Psychology with Forensic Investigation ","Yes","Female ","UKRN",1,1,0,0,1,1,0,0,1,4,1,1,0,0,0,1
5,"UKRN02","Full-time","Yes","Placement Year","3","Bsc Psychology","Yes","Female","UKRN",1,1,1,0,1,1,1,0,1,6,1,0,1,0,0,1
6,"UKRN02","Full-time","No","Year 1","3","BSc Psychology","Yes","female","UKRN",1,1,0,1,1,1,1,1,1,7,1,1,1,1,1,1
7,"UKRN02","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,1,0,0,1,1,1,1,1,6,0,NA,NA,0,0,1
8,"UKRN02","Full-time","Yes","Year 1","3","Psycholigy","No","female","UKRN",1,1,1,1,1,0,0,0,0,4,1,1,0,0,0,1
9,"UKRN02","Full-time","Yes","Year 2","3","BSc Pyschology ","No","Female","UKRN",1,0,0,1,0,0,1,1,1,4,1,1,1,0,0,1
10,"UKRN02","Full-time","Yes","Year 2","4","BSc (Hons) Psychology","No","Female ","UKRN",1,0,0,1,0,0,1,1,1,4,1,1,0,0,0,1
11,"UKRN02","Full-time","Yes","Year 2","3","BsC Psychology ","No","Female ","UKRN",1,1,1,1,1,1,0,1,1,7,1,1,0,0,1,1
12,"UKRN02","Full-time","Yes","Placement Year","3","Psychology ","Yes","Female ","UKRN",1,1,1,1,1,0,1,1,1,7,0,NA,NA,1,1,1
13,"UKRN02","Full-time","Yes","Placement Year","3","Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,6,1,1,NA,0,0,1
14,"UKRN02","Full-time","Yes","Year 2","4","Psychology","Yes","Female ","UKRN",1,0,0,1,0,0,1,1,1,4,1,1,0,0,0,1
15,"UKRN02","Full-time","Yes","Year 1","4","BPS Psychology ","Yes","Female ","UKRN",1,1,1,1,1,0,0,0,1,5,1,1,1,0,0,1
16,"UKRN02","Full-time","Yes","Year 2","3","Psychology ","Yes","Female","UKRN",1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1
17,"UKRN02","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,1,1,0,0,0,0,0,0,2,1,1,1,0,0,1
18,"UKRN02","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,1,0,0,0,0,1,1,1,4,1,1,0,0,0,1
19,"UKRN02","Full-time","Yes","Year 1","3","BSc (Hons) Psychology","Yes","Female","UKRN",1,1,0,1,1,0,1,1,1,6,1,1,1,1,1,1
20,"UKRN02","Full-time","Yes","Year 1","3","Psychology ","Yes","Male","UKRN",1,1,0,1,0,0,0,1,1,4,1,1,1,0,1,1
21,"UNI01","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,0,0,1,0,0,0,0,0,1,0,NA,NA,1,0,1
22,"UKRN02","Full-time","No","Final Year","3","Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,1,1,6,0,NA,NA,1,1,1
23,"UKRN02","Full-time","Other (Please specify)","Year 1","3","Psychology","Yes","Female","UKRN",1,1,1,1,1,0,0,0,1,5,1,1,1,1,1,1
24,"UNI02","Full-time","No","Year 2","3","BSc Psychology Hons","No","N/A","Non-UKRN",1,1,1,0,1,1,1,1,0,6,1,1,1,0,0,1
25,"UNI02","Full-time","No","Year 2","3","Single honours Psychology ","Yes","Female","Non-UKRN",1,0,0,1,0,0,0,0,1,2,1,1,1,0,0,1
27,"UNI02","Full-time","No","Final Year","3","Psychology ","No","Female ","Non-UKRN",1,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1
28,"UNI02","Full-time","No","Year 2","3","Psychology","Yes","Female ","Non-UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
29,"UNI02","Full-time","No","Final Year","3","Psychology ","Yes","Female ","Non-UKRN",1,1,0,1,0,0,1,0,1,4,1,1,1,0,0,1
30,"UNI02","Full-time","No","Final Year","3","Psychology ","Yes","Female ","Non-UKRN",1,1,1,1,0,0,1,0,1,5,1,0,0,1,0,1
31,"UNI02","Full-time","No","Year 1","3","Psychology with counselling ","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,6,1,0,0,0,1,1
32,"UNI02","Full-time","No","Final Year","3","Bsc(hons) psychology ","Yes","Female ","Non-UKRN",1,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
33,"UNI01","Full-time","No","Year 2","3","BSc (Hons) Psychology with Criminology","Yes","Female","Non-UKRN",1,0,0,1,1,1,0,0,1,4,1,0,0,0,0,1
34,"UNI02","Full-time","No","Year 2","3","Psychology with clinical skills","No","Female","Non-UKRN",1,0,0,0,1,0,0,1,1,3,1,1,1,1,1,1
35,"UNI01","Full-time","No","Final Year","3","Psychology with Criminology","No","Female","Non-UKRN",1,1,1,1,0,1,1,0,1,6,1,1,0,1,1,1
36,"UNI02","Full-time","Yes","Year 2","3","Psychology","No","Female","Non-UKRN",1,0,0,1,0,0,0,0,1,2,1,1,0,0,0,1
37,"UNI02","Full-time","No","Year 2","3","Bsc (Hons) Psychology","No","Female","Non-UKRN",1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
38,"UNI02","Full-time","Yes","Year 2","4","Forensic psychology ","No","Female ","Non-UKRN",1,1,0,1,0,1,1,1,1,6,1,1,0,1,1,1
39,"UNI01","Full-time","No","Year 1","3","Psychology BSc (Hons)","Yes","Female","Non-UKRN",1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1
40,"UNI01","Full-time","No","Year 1","3","Bsc Psychology (Hons)","Yes","Female","Non-UKRN",1,1,1,1,1,1,1,0,1,7,1,1,1,0,0,1
41,"UNI02","Full-time","No","Year 2","3","Psychology with clinical skills","No","Female ","Non-UKRN",1,0,0,1,0,0,0,1,1,3,1,0,1,0,0,1
42,"UNI01","Full-time","Yes","Year 1","3","Psychology BSc","Yes","Male","Non-UKRN",1,0,1,1,0,0,1,0,1,4,0,NA,NA,0,0,1
44,"UNI01","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,0,0,0,1,0,0,1,1,3,1,1,1,0,0,1
45,"UKRN07","Full-time","No","Final Year","3","Psychology Bsc","No","Female","UKRN",1,0,0,1,0,0,1,1,1,4,0,NA,NA,0,0,1
46,"UKRN07","Full-time","Yes","Final Year","4","Psychology with Professional Placement","Yes","Female","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,1,1,0,1
47,"UKRN02","Full-time","Yes","Placement Year","3","psychology","Yes","Female","UKRN",1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,1
48,"UKRN07","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,0,0,1,1,0,0,0,1,3,1,1,1,0,0,1
49,"UKRN07","Full-time","Yes","Final Year","4","Psychology with Professional Placement","Yes","Male","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,1,0,0,1
50,"UNI01","Full-time","No","Year 2","3","Psychology with Criminology","No","Female","Non-UKRN",1,1,1,1,1,0,1,0,1,6,0,NA,NA,1,1,1
51,"UKRN07","Full-time","No","Final Year","3","Psychology with Neuroscience","Yes","Female","UKRN",1,1,0,1,1,0,0,1,1,5,1,1,1,1,1,1
52,"UNI02","Full-time","No","Year 1","3","Psychology with clinical skills","Yes","female","Non-UKRN",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1
53,"UNI04","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","Non-UKRN",1,1,1,0,0,0,0,1,1,4,0,NA,NA,1,0,1
54,"UNI04","Full-time","Other (Please specify)","Final Year","4","Psychology (with a Year Abroad)","No","Female","Non-UKRN",1,0,1,0,1,1,0,1,1,5,1,1,0,0,0,1
55,"UNI04","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,0,0,1,0,0,0,0,1,2,1,1,1,0,0,1
56,"UKRN07","Full-time","No","Final Year","3","BSc Psychology (Hons) ","Yes","Female ","UKRN",1,1,1,1,0,1,1,1,1,7,1,1,1,1,1,1
57,"UNI04","Full-time","Yes","Year 2","4","BSc Psychology with Placement Year","No","Male","Non-UKRN",1,0,0,1,0,0,1,1,1,4,1,1,0,0,0,1
58,"UKRN02","Full-time","Yes","Year 1","4","Psychology with counselling","Yes","Female","UKRN",1,0,1,0,0,0,1,1,0,3,1,0,1,0,1,1
59,"UNI04","Full-time","Yes","Year 2","4","Cognitive psychology with placement year","Yes","Female","Non-UKRN",1,1,0,0,0,0,0,0,1,2,0,NA,NA,0,0,1
60,"UNI11","Full-time","No","Final Year","3","Psychology and child development ","Yes","Female","Non-UKRN",1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
61,"UNI11","Full-time","No","Final Year","3","Bsc Psychology ","Yes","Female","Non-UKRN",1,1,1,0,1,1,1,0,1,6,1,1,1,0,0,1
62,"UNI11","Full-time","No","Final Year","3","Psychology and child development ","No","Female","Non-UKRN",1,1,0,1,0,0,0,1,1,4,0,NA,NA,0,0,1
63,"UNI11","Full-time","No","Year 2","3","Bsc Psychology ","Yes","Female","Non-UKRN",1,1,1,1,1,0,0,1,1,6,0,NA,NA,1,0,1
64,"UNI11","Full-time","No","Year 1","3","Bsc Psychology","Yes","Female","Non-UKRN",1,0,0,1,0,0,1,0,1,3,1,0,1,0,0,1
65,"UNI11","Full-time","No","Year 1","3","Psychology with child development ","Yes","Female","Non-UKRN",1,0,0,1,0,0,1,0,1,3,1,1,0,0,0,1
66,"UNI11","Full-time","No","Final Year","3","BSc Psychology","Yes","Female ","Non-UKRN",1,1,0,0,1,1,0,0,0,3,1,1,NA,0,1,1
67,"UNI11","Full-time","No","Final Year","3","Psychology ","No","Female","Non-UKRN",1,0,0,1,0,0,1,1,1,4,0,NA,NA,0,0,1
68,"UNI11","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,1,0,1,0,0,0,1,1,4,1,1,1,0,0,1
69,"UNI11","Full-time","No","Year 2","3","psychology","Yes","female","Non-UKRN",1,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,1
70,"UNI11","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female","Non-UKRN",1,1,1,1,1,0,0,1,1,6,1,1,1,1,1,1
71,"UNI11","Full-time","No","Year 1","3","psychology and child development ","No","Male","Non-UKRN",1,1,1,0,0,1,1,0,1,5,0,NA,NA,0,0,1
72,"UNI11","Full-time","No","Year 1","3","psychology ","Yes","female","Non-UKRN",1,1,1,0,1,1,0,1,1,6,1,1,1,0,0,1
73,"UNI11","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","Non-UKRN",1,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,1
74,"UNI11","Full-time","No","Year 1","3","Bsc Psychology","Yes","female","Non-UKRN",1,1,1,1,1,1,1,0,1,7,1,1,1,1,1,1
75,"UNI11","Full-time","No","Year 1","3","Psychology BSc","Yes","Female","Non-UKRN",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
76,"UNI11","Full-time","No","Year 1","3","Psychology","No","female","Non-UKRN",1,0,0,1,1,1,1,1,1,6,1,1,0,0,0,1
77,"UNI11","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female","Non-UKRN",1,0,0,1,0,0,0,1,1,3,1,NA,NA,NA,NA,1
78,"UNI11","Full-time","No","Final Year","3","Psychology ","No","Female ","Non-UKRN",1,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,1
79,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,1,1,0,0,0,0,1,1,4,1,1,1,0,0,1
80,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology ","Yes","Female","UKRN",1,0,0,1,1,1,1,0,1,5,1,0,0,0,0,1
81,"UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female ","UKRN",1,1,1,0,0,1,1,1,1,6,0,NA,NA,1,1,1
82,"UKRN01","Full-time","No","Year 2","3","Psychology ","Yes","female","UKRN",1,1,1,1,1,1,1,1,1,8,0,NA,NA,1,0,1
83,"UKRN01","Full-time","No","Year 1","3","Psychology","No","Female","UKRN",1,1,1,0,0,1,0,1,0,4,0,NA,NA,0,0,1
84,"UKRN01","Full-time","Yes","Year 2","3","Psychology","Yes","Female","UKRN",1,1,1,0,1,1,0,1,0,5,1,1,0,0,1,1
85,"UKRN01","Full-time","Yes","Year 2","4","Psychology ","Yes","Female","UKRN",1,1,1,0,0,0,0,1,1,4,1,1,1,0,0,1
86,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,0,0,1,1,0,1,0,1,4,0,NA,NA,1,1,1
87,"UKRN01","Full-time","Yes","Year 1","4","BSc psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,0,0,6,1,0,0,0,0,1
88,"UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female ","UKRN",1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1
89,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,8,0,NA,NA,0,0,1
90,"UKRN01","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female","UKRN",1,1,0,1,0,0,0,0,1,3,1,1,0,0,1,1
91,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,1,0,1,1,0,1,0,1,5,0,NA,NA,0,0,1
92,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,8,0,NA,NA,1,0,1
93,"UKRN01","Full-time","Yes","Year 1","3","Psychology Bsc","Yes","Female","UKRN",1,0,0,1,0,0,0,1,1,3,1,0,1,0,0,1
94,"UKRN01","Full-time","Yes","Placement Year","3","BSc Psychology","Yes","Female","UKRN",1,0,1,1,1,1,1,1,1,7,1,1,1,0,0,1
95,"UKRN01","Full-time","Yes","Year 1","4","Psychology with placement year","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
96,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,0,7,1,1,0,0,0,1
97,"UKRN01","Full-time","Yes","Placement Year","4","Psychology BsC","Yes","Female ","UKRN",1,1,1,1,0,0,1,0,1,5,1,1,1,0,0,1
98,"UKRN01","Full-time","Yes","Placement Year","4","Psychology ","Yes","Female","UKRN",1,0,0,1,1,0,0,1,1,4,1,1,1,0,0,1
99,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,0,1,5,1,0,1,0,0,1
100,"UKRN01","Full-time","No","Year 2","3","Psychology","No","Male","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,0,1,1,1
101,"UKRN01","Full-time","No","Year 2","3","Psychology BSc","Yes","Male","UKRN",1,1,0,1,1,0,0,0,1,4,1,1,1,0,0,1
102,"UKRN01","Full-time","Yes","Year 1","3","Psychology Bsc","Yes","Male","UKRN",1,1,1,0,1,1,1,0,0,5,0,NA,NA,0,0,1
103,"UKRN01","Full-time","No","Year 1","3","Psychology BSc","Yes","Female","UKRN",1,1,1,1,0,1,1,0,1,6,0,NA,NA,0,0,1
104,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Female","UKRN",1,1,1,0,1,1,0,0,1,5,1,1,0,0,0,1
105,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology with Placement Year","Yes","Female","UKRN",1,1,0,1,0,0,0,0,1,3,0,NA,NA,0,0,1
106,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","female","UKRN",1,1,0,1,1,1,1,0,1,6,0,NA,NA,0,0,1
107,"UKRN01","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
108,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female ","UKRN",1,1,0,1,0,0,0,0,1,3,1,1,1,0,0,1
109,"UKRN01","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female","UKRN",1,0,0,0,1,0,0,0,0,1,0,NA,NA,0,0,1
110,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
111,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology  ","Yes","Female ","UKRN",1,1,1,1,1,1,1,0,1,7,0,NA,NA,1,1,1
112,"UKRN01","Full-time","Yes","Year 2","4","Psychology ","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
113,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","female","UKRN",1,1,1,1,0,1,1,0,1,6,0,NA,NA,1,0,1
114,"UKRN01","Full-time","Yes","Year 1","4","PSYCHOLOGY ","Yes","FEMALE","UKRN",1,1,1,1,1,1,1,1,1,8,0,NA,NA,0,0,1
115,"UKRN01","Full-time","No","Year 1","3","Psychology","No","Female","UKRN",1,1,1,1,0,0,1,1,1,6,1,0,1,0,0,1
116,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,1,0,1,0,0,1,0,1,4,0,NA,NA,0,0,1
117,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,0,0,1,0,0,0,0,1,2,0,NA,NA,0,0,1
118,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","female","UKRN",1,1,1,1,1,1,1,1,1,8,1,0,1,0,0,1
119,"UKRN01","Full-time","Other (Please specify)","Year 1","3","Psychology","No","Female","UKRN",1,1,0,1,0,0,1,0,1,4,1,1,NA,0,0,1
120,"UKRN01","Full-time","Yes","Year 1","4","Bsc Psychology","No","female","UKRN",1,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,1
121,"UKRN01","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,1,1,1,1,0,1,1,1,7,1,0,1,0,0,1
122,"UKRN01","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","UKRN",1,1,0,1,1,0,0,1,1,5,1,1,1,1,0,1
123,"UKRN01","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","UKRN",1,1,0,1,1,0,1,1,1,6,1,1,0,0,0,1
124,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,1,0,0,0,0,0,0,1,2,1,0,1,0,0,1
125,"UKRN01","Full-time","Yes","Year 2","4","BSc Psychology","Yes","Female","UKRN",1,1,0,1,1,1,1,1,0,6,1,1,1,0,1,1
126,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,1,0,1,1,0,0,0,1,4,0,NA,NA,1,0,1
127,"UKRN01","Full-time","Yes","Year 1","3","BSc psychology","No","Female ","UKRN",1,1,1,1,0,0,0,0,0,3,0,NA,NA,0,0,1
128,"UKRN01","Full-time","Yes","Year 1","4","Bsc Psychology","No","Female","UKRN",1,1,0,0,1,0,0,0,1,3,0,NA,NA,0,0,1
129,"UKRN01","Full-time","No","Year 1","3","BSc Psychology","No","Female","UKRN",1,1,1,1,1,1,1,1,1,8,0,NA,NA,1,0,1
130,"UKRN01","Full-time","Yes","Year 1","4","BSc (Hons) Psychology","Yes","Male","UKRN",1,0,0,0,0,0,1,1,1,3,0,NA,NA,0,0,1
131,"UKRN01","Full-time","Yes","Year 1","4","Psychology Bsc","Yes","Male","UKRN",1,1,1,1,1,0,1,0,1,6,0,NA,NA,0,0,1
132,"UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female","UKRN",1,1,1,0,1,1,1,1,1,7,1,0,0,1,0,1
133,"UKRN01","Full-time","No","Year 2","3","Psychology","Yes","female","UKRN",1,0,0,0,0,0,0,1,1,2,1,1,1,0,0,1
134,"UKRN01","Full-time","No","Year 2","3","Psychology","Yes","female","UKRN",1,0,0,1,1,1,0,0,1,4,0,NA,NA,0,0,1
135,"UKRN01","Full-time","Yes","Year 1","4","BSc psychology","No","Female","UKRN",1,1,0,1,0,0,1,0,0,3,0,NA,NA,0,0,1
137,"UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female","UKRN",1,1,1,1,1,0,0,0,1,5,0,NA,NA,0,0,1
138,"UKRN01","Full-time","Yes","Year 2","4","Psychology Bsc","Yes","Female","UKRN",1,1,0,1,0,0,0,0,1,3,1,1,1,0,0,1
139,"UKRN01","Full-time","Yes","Year 2","3","Psychology","Yes","Female","UKRN",1,0,0,1,0,0,0,0,0,1,0,NA,NA,0,0,1
140,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Female","UKRN",1,0,0,1,1,0,0,1,1,4,1,1,0,0,0,1
141,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,0,0,1,1,0,0,1,1,4,0,NA,NA,0,0,1
142,"UKRN01","Full-time","Yes","Year 2","4","BSc psychology ","Yes","female","UKRN",1,0,0,1,0,0,0,1,1,3,0,NA,NA,0,0,1
143,"UKRN01","Full-time","No","Year 1","3","BSc Psychology ","Yes","Female ","UKRN",1,1,1,0,1,1,0,1,1,6,0,NA,NA,0,0,1
144,"UKRN01","Full-time","Yes","Year 1","4","Psychology Bsc ","Yes","Male ","UKRN",1,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1
145,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,1,1,0,1,1,0,1,0,5,0,NA,NA,0,0,1
146,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,0,1,5,1,0,0,0,0,1
147,"UKRN01","Full-time","No","Year 2","3","Psychology ","Yes","Female","UKRN",1,1,1,0,0,1,1,0,1,5,0,NA,NA,0,1,1
148,"UKRN01","Full-time","Yes","Year 1","4","psychology bsc","Yes","female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,0,1,0,1
149,"UKRN01","Full-time","Yes","Placement Year","4","BSc Psychology","No","Female ","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
150,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","female","UKRN",1,0,1,1,1,0,1,0,1,5,0,NA,NA,0,0,1
151,"UKRN01","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,1,0,1,0,0,0,1,1,4,0,NA,NA,1,0,1
152,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","F","UKRN",1,1,1,1,1,1,1,0,1,7,1,0,1,1,0,1
153,"UKRN01","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,1
154,"UKRN01","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","UKRN",1,1,0,0,0,0,1,0,0,2,1,1,1,0,1,1
155,"UKRN01","Full-time","Yes","Year 1","3","Bsc Psychology","No","Male","UKRN",1,1,1,0,1,1,0,0,0,4,1,1,1,0,0,1
156,"UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female","UKRN",1,1,1,0,1,1,0,0,0,4,1,0,0,0,0,1
157,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","Female","UKRN",1,0,0,1,1,0,1,1,1,5,1,0,0,0,0,1
158,"UKRN01","Full-time","No","Year 1","3","Psychology","No","Female ","UKRN",1,1,1,0,1,1,0,1,1,6,1,1,0,1,0,1
159,"UKRN01","Full-time","Yes","Year 1","4","BSc Psychology","Yes","female","UKRN",1,0,0,1,1,1,1,0,1,5,0,NA,NA,0,0,1
160,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","female","UKRN",1,0,0,1,0,0,0,1,1,3,1,1,1,0,0,1
161,"UKRN01","Full-time","Yes","Year 2","4","BSc Psychology","Yes","female","UKRN",1,0,0,1,1,1,1,1,1,6,1,0,1,0,0,1
162,"UKRN01","Full-time","No","Year 1","3","BSc Psychology","Yes","Female","UKRN",1,0,0,1,0,0,0,0,1,2,0,NA,NA,0,0,1
163,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,1,1,0,0,1,0,1,0,4,1,0,1,0,0,1
164,"UKRN01","Full-time","Yes","Year 2","4","Psychology (BSc)","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
165,"UKRN01","Full-time","Yes","Year 1","4","Psychology Bsc","Yes","Female","UKRN",1,1,0,0,1,1,0,0,1,4,1,1,1,0,0,1
166,"UKRN01","Full-time","Yes","Year 1","3","Psychology","Yes","Female","UKRN",1,1,1,0,1,1,0,1,0,5,1,1,NA,0,1,1
167,"UKRN01","Full-time","Yes","Year 1","4","Psychology BSc ","Yes","Female","UKRN",1,1,0,0,0,0,0,1,0,2,0,NA,NA,0,0,1
168,"UKRN01","Full-time","Yes","Year 1","3","Bsc Psychology","No","Female","UKRN",1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
169,"UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,0,0,1,0,0,0,0,0,1,1,1,NA,0,0,1
170,"UKRN01","Full-time","Yes","Year 1","4","BSc psychology","Yes","male","UKRN",1,0,0,1,0,0,1,0,1,3,0,NA,NA,0,0,1
171,"UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female","UKRN",1,1,1,1,0,1,1,1,0,6,1,0,1,0,0,1
172,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","female","UKRN",1,1,0,1,0,0,1,1,1,5,1,1,1,0,0,1
173,"UKRN01","Full-time","Yes","Placement Year","4","BSc Psychology ","No","Female ","UKRN",1,0,0,1,1,0,0,1,1,4,0,NA,NA,0,0,1
174,"UKRN01","Full-time","Yes","Year 2","4","Psychology","Yes","Male","UKRN",1,1,1,1,0,0,1,0,1,5,1,1,1,0,0,1
175,"UKRN01","Full-time","Yes","Year 1","3","Psychology BSc","Yes","Female","UKRN",1,1,0,1,0,0,1,0,1,4,1,1,1,1,1,1
176,"UKRN01","Full-time","Yes","Placement Year","4","psychology Bsc","Yes","female","UKRN",1,1,1,0,1,1,0,1,1,6,1,1,1,1,1,1
177,"UKRN01","Full-time","Yes","Placement Year","4","Psychology","Yes","Male","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
178,"UKRN01","Full-time","Yes","Year 2","3","BSc Psychology","Yes","Female","UKRN",1,0,1,1,0,1,0,0,1,4,1,1,0,1,1,1
179,"UKRN01","Full-time","Yes","Year 2","3","Psychology","No","Female","UKRN",1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
180,"UKRN01","Full-time","Yes","Year 1","3","Psychology","Yes","Female","UKRN",1,1,1,1,0,0,1,0,1,5,0,NA,NA,1,0,1
181,"UKRN01","Full-time","No","Year 2","3","Psychology ","Yes","Female","UKRN",1,1,1,0,1,1,0,1,0,5,1,1,0,0,1,1
