"","ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Perception_Replication1","Perception_Replication2","Perception_Materials1","Perception_Materials2","Perception_Education1","Perception_Education2","Perception_Access1","Perception_Access2","Perception_Data1","Perception_Data2","Perception_Power1","Perception_Power2","Perception_Preregistration1","Perception_Preregistration2","Perception_Preprint1","Perception_Preprint2","Perception_Score_Total","Perception_Score_Mean","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Perception_Completed"
"515",526,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,2,1,1,1,1,0,1,1,1,0,1,2,2,-1,-1,0,12,12,1,1,1,0,0,1
"516",527,"UNI50","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,2,1,1,1,1,1,1,1,1,1,1,2,1,-1,-1,-1,12,12,1,1,0,1,0,1
"517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",529,"UNI50","Full-time","No","Final Year","3","Psychology with Forensic Psychology ","Yes","Female","Non-UKRN",1,2,1,-1,1,1,1,2,2,-1,-1,2,2,1,1,0,0,13,13,1,1,0,1,1,1
"519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",533,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,2,2,0,-1,0,0,1,-1,2,-1,1,-1,0,-1,0,-2,1,1,1,1,0,0,0,1
"523",534,"UNI50","Full-time","No","Final Year","3","BSc Hons Psychology","Yes","Female","Non-UKRN",1,1,2,2,1,1,0,1,1,1,-2,1,2,1,0,1,0,13,13,1,1,1,1,0,1
"524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",536,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,1,1,1,1,0,0,1,-1,-1,-2,1,1,-1,-1,-1,-2,-2,-2,1,1,0,0,0,1
"526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",540,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,2,2,1,1,-1,0,1,1,1,1,0,2,1,-1,-1,-1,9,9,1,1,0,0,0,1
"530",541,"UNI50","Full-time","No","Final Year","3","BSc (Hons) Psychology","Yes","Female ","Non-UKRN",1,1,1,1,0,0,1,1,0,2,-2,1,2,1,1,0,-1,9,9,1,1,1,1,1,1
"531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",543,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,1,1,1,1,1,2,-1,1,-1,-2,1,1,-1,1,-2,1,5,5,1,0,0,0,0,1
"533",544,"UKRN03","Full-time","No","Year 1","3","Psychology and Linguistics","Yes","Female","UKRN",1,2,2,2,1,1,1,1,0,2,1,1,2,1,2,-1,-1,17,17,1,1,1,1,0,1
"534",545,"UNI50","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","Non-UKRN",1,1,1,-1,1,0,1,0,0,0,0,1,2,1,0,-1,-1,5,5,1,0,1,0,0,1
"535",546,"UNI50","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,2,1,1,1,0,1,1,-1,-1,-2,1,1,1,-1,-1,-1,3,3,1,0,1,1,1,1
"536",547,"UKRN05","Full-time","No","Year 1","3","Psychology (BSc)","Yes","Female","UKRN",1,2,1,1,2,-1,1,2,2,2,1,1,2,1,-1,-1,-2,13,13,1,1,1,0,0,1
"537",548,"UKRN03","Full-time","No","Year 1","3","BA Hons Psychology and Management ","Yes","Female","UKRN",1,2,2,2,1,2,1,1,-1,1,2,0,2,1,-2,-1,-2,11,11,1,0,0,1,0,1
"538",549,"UNI50","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female","Non-UKRN",1,1,2,-1,2,0,1,1,0,1,1,2,2,1,-1,-1,-2,9,9,1,1,1,1,1,1
"539",550,"UNI50","Full-time","Yes","Year 2","3","Psychology","Yes","Female ","Non-UKRN",1,2,1,0,-1,1,0,2,0,2,-1,2,2,0,1,0,0,11,11,1,1,1,0,0,1
"540",551,"UNI50","Full-time","No","Year 2","3","Psychology BSc","Yes","Male","Non-UKRN",1,2,2,2,-1,2,2,2,2,2,2,1,2,2,-1,1,0,22,22,1,1,0,1,0,1
"541",552,"UNI50","Full-time","Yes","Placement Year","4","Psychology with Clinical Psychology with Study Abroad","No","male","Non-UKRN",1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,19,19,1,1,0,1,1,1
"542",554,"UNI21","Full-time","No","Final Year","3","Psychology ","No","Female ","Non-UKRN",1,1,2,1,0,1,0,2,-1,1,-2,1,-2,1,1,-1,-1,4,4,1,1,1,0,0,1
"543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",556,"UNI21","Full-time","No","Year 1","3","psychology","No","female","Non-UKRN",1,1,1,0,1,1,2,1,-1,1,1,2,2,0,1,-1,-2,10,10,1,1,0,0,0,1
"545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",559,"UNI50","Full-time","No","Final Year","3","BSc Psychology ","Yes","Female","Non-UKRN",1,2,2,-1,1,1,1,2,1,1,-1,1,2,-1,2,-1,-2,10,10,1,1,0,0,0,1
"548",560,"UNI24","Full-time","No","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,1,1,1,1,1,1,-1,-1,2,2,2,2,1,2,0,-1,14,14,1,1,0,0,0,1
"549",561,"UNI50","Full-time","No","Year 2","3","Psychology","Yes","Female ","Non-UKRN",1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,-2,20,20,1,1,1,0,0,1
"550",562,"UNI50","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,1,0,-1,1,1,1,2,1,0,-1,1,2,0,0,0,0,8,8,1,1,1,0,0,1
"551",563,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,2,2,1,-1,1,1,1,-1,1,-1,2,2,2,-2,-1,0,9,9,1,1,0,0,0,1
"552",564,"UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,1,1,0,1,-1,1,1,1,1,-1,1,2,1,1,-1,-1,8,8,1,1,0,0,0,1
"553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",566,"UNI50","Full-time","No","Final Year","3","psychology ","Yes","Female","Non-UKRN",1,1,1,-1,1,1,0,1,1,-1,-2,1,1,0,-1,-1,-1,1,1,1,0,1,0,0,1
"555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",570,"UNI21","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,2,1,2,1,1,0,0,0,2,2,2,2,2,-2,0,0,15,15,1,1,1,0,0,1
"559",571,"UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,2,1,0,-1,1,1,-1,-1,1,-2,1,1,1,-1,-1,-2,0,0,1,1,0,1,1,1
"560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",575,"UNI50","Full-time","No","Year 1","3","Bsc psychology","Yes","Female ","Non-UKRN",1,2,2,1,1,2,2,0,0,2,0,2,1,1,0,0,-2,14,14,1,0,0,0,0,1
"564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",578,"UKRN03","Full-time","No","Year 2","4","MPsych Psychology ","Yes","Female ","UKRN",1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,0,-1,17,17,1,1,1,0,1,1
"566",579,"UNI25","Full-time","Other (Please specify)","Year 1","3","Psychology","No","Female","Non-UKRN",1,0,1,1,0,1,0,0,1,1,-1,1,1,1,-1,-1,-1,4,4,1,1,0,1,0,1
"567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",598,"UNI50","Full-time","Other (Please specify)","Placement Year","4","Psychology BSc","Yes","Female","Non-UKRN",1,2,1,1,2,0,1,2,1,2,1,1,2,1,1,-2,-1,15,15,1,1,1,0,0,1
"580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",600,"UNI50","Full-time","No","Final Year","3","Psychology with Forensic Psychology","Yes","Female","Non-UKRN",1,2,2,2,1,2,0,2,2,2,0,-1,2,0,-2,-2,-2,10,10,1,1,0,1,0,1
"582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",603,"UNI50","Full-time","No","Year 1","3","Psychology BSc (Hons)","Yes","female","Non-UKRN",1,2,2,1,1,0,1,0,0,-1,0,2,2,1,-1,-1,-2,7,7,1,0,0,0,0,1
"585",604,"UNI50","Full-time","No","Year 2","3","Psychology with forensics psychology ","Yes","Female ","Non-UKRN",1,2,2,1,0,1,2,2,2,1,2,2,2,0,1,-2,-2,16,16,1,1,0,0,0,1
"586",605,"UNI50","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,0,0,22,22,1,1,1,0,0,1
"587",606,"UNI50","Full-time","No","Year 1","3","Psychology ","No","Female","Non-UKRN",1,1,2,1,-2,2,1,2,1,2,-1,2,1,-1,-1,-2,-1,7,7,1,0,1,1,0,1
"588",607,"UNI50","Full-time","No","Final Year","3","BSc Psychology (Hons)","No","Nonbinary","Non-UKRN",1,2,2,1,2,0,0,2,2,2,2,2,2,2,1,1,1,24,24,1,1,0,0,0,1
"589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",610,"UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Male","Non-UKRN",1,2,2,1,2,1,2,1,1,1,2,1,2,2,-1,-1,-2,16,16,1,1,1,1,0,1
"592",611,"UNI50","Full-time","No","Year 2","3","Psychology with clinical psychology","Yes","","Non-UKRN",1,1,1,-1,1,0,1,1,1,2,1,2,2,-1,-1,-1,1,10,10,1,0,0,1,0,1
"593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",614,"UNI50","Full-time","No","Final Year","3","BSc Psychology with Forensic Psychology","Yes","Female","Non-UKRN",1,2,2,2,-1,1,-1,1,1,1,1,-1,2,0,0,2,-1,11,11,1,1,0,1,0,1
"595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",624,"UNI50","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","Non-UKRN",1,2,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,-1,6,6,1,1,1,0,0,1
"605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",628,"UNI50","Full-time","No","Final Year","3","BSc (Hons) Psychology","Yes","Female","Non-UKRN",1,0,2,0,1,1,1,2,1,1,-2,1,2,1,0,0,-1,10,10,1,1,1,1,1,1
"608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",630,"UKRN04","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,2,2,0,-1,0,0,1,-1,0,1,0,1,2,1,-1,0,7,7,1,1,1,0,0,1
"610",631,"UKRN04","Full-time","No","Year 2","3","Psychology","Yes","Male","UKRN",1,2,2,1,0,1,1,1,-1,1,2,2,2,2,2,-1,-2,15,15,1,1,0,1,1,1
"611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",633,"UKRN03","Full-time","No","Year 1","3","Psychology and Linguistics","Yes","Female","UKRN",1,2,2,1,1,1,1,1,1,2,1,1,2,0,-1,0,-1,14,14,1,1,1,0,0,1
"613",634,"UKRN04","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,2,2,2,1,1,1,0,-1,-1,0,2,2,1,2,-2,-1,11,11,1,1,1,1,1,1
"614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",641,"UKRN07","Full-time","Yes","Final Year","4","BSc Psychology","Yes","Female","UKRN",1,2,1,1,1,1,1,1,0,1,1,1,2,2,1,-1,-1,14,14,1,1,1,0,0,1
"621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",647,"UNI21","Full-time","No","Year 1","1","Clinical health psychology ","No","Female ","Non-UKRN",1,1,0,0,0,1,0,1,0,0,0,-1,1,0,1,1,0,5,5,1,0,0,0,0,1
"626",648,"UKRN02","Full-time","Yes","Year 1","4","BSc (Hons) Psychology","Yes","Female","UKRN",1,2,1,2,-1,1,1,1,-1,2,1,2,-1,1,-2,1,-1,9,9,1,0,0,0,0,1
"627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",651,"UKRN07","Full-time","Yes","Placement Year","3","BSc Psychology","Yes","Female","UKRN",1,1,2,0,1,1,0,2,1,1,-2,1,2,1,2,-1,-2,10,10,1,1,1,0,0,1
"630",652,"UNI19","Full-time","No","Year 1","3","Psyhcology","Yes","Female","Non-UKRN",1,2,2,0,0,1,0,0,-1,0,-1,0,2,0,1,0,-2,4,4,1,0,0,0,0,1
"631",653,"UKRN04","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,-1,1,-1,0,0,0,2,1,1,1,2,2,0,-1,-1,-1,5,5,1,0,0,0,0,1
"632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",655,"UKRN04","Full-time","No","Final Year","4","Bsc psychology with year abroad","Yes","Femal","UKRN",1,2,2,1,2,1,0,2,1,1,0,2,2,1,2,1,-2,18,18,1,0,1,0,0,1
"634",656,"UKRN04","Full-time","No","Year 1","3","education and psychology","Yes","female","UKRN",1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,17,17,1,1,1,0,0,1
"635",657,"UKRN04","Full-time","No","Final Year","3","Psychology","Yes","Female","UKRN",1,1,2,1,-1,1,2,1,2,1,-2,2,2,1,2,-2,-2,11,11,1,1,0,1,1,1
"636",658,"UKRN04","Full-time","No","Year 1","3","Psychology BSc","Yes","Female","UKRN",1,2,-1,1,-2,-1,2,1,-1,2,-2,0,2,2,1,-1,-2,3,3,1,1,0,1,1,1
"637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",660,"UKRN04","Full-time","No","Year 1","4","Psychology","Yes","Female","UKRN",1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,-1,-1,20,20,1,1,1,1,1,1
"639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",662,"UNI22","Full-time","No","Year 2","3","Psychology ","Yes","Male","Non-UKRN",1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,1,-1,7,7,1,1,1,1,1,1
"641",663,"UKRN04","Full-time","No","Final Year","3","Criminology & Psychology","Yes","female","UKRN",1,2,2,1,0,0,1,2,1,0,0,0,2,2,2,-2,-2,11,11,1,1,0,0,0,1
"642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",666,"UKRN04","Full-time","No","Final Year","3","Psychology","Yes","Female ","UKRN",1,2,2,1,-2,1,1,1,0,1,-2,2,2,1,2,-2,1,11,11,1,0,1,1,1,1
