"ID","Progress","Duration_Seconds","Finished","Uni","Full_Part","PTY","PTY_Other","Course_Duration","Current_Year","Course_Duration_Other","Current_Year_Other","Course_Name","Previous_Training","Gender","Perception_1","Perception_2","Perception_3","Perception_4","Perception_5","Perception_6","Perception_7","Perception_8","Perception_9","Perception_10","Perception_11","Perception_12","Perception_13","Perception_14","Perception_15","Perception_16","Awareness_1","Awareness_2","Awareness_3","Awareness_4","Awareness_5","Awareness_6","Awareness_7","Awareness_8","Experience_1","Experience_2","Experience_3","Experience_4","Experience_5","Experience_6","Experience_7","Experience_8","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","crisis_aware","crisis_learnt","understanding_crisis","os_explain","os_learnt","applicability","comments","include","UKRN","timepoint","crisis_explain","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","Perception_Completed","Awareness_Completed","Experience_Completed","Knowledge_Completed","crisis_aware_Completed","crisis_learnt_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed","crisis_explain_Completed"
390,"100",591,"TRUE","UNI24","Full-time","No","","3","Year 1","","","Psychology and Criminology","Yes","Female",2,1,1,0,1,0,2,1,1,-2,1,2,1,-1,-1,-1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,-1,0,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,8,0.5,3,0.375,3,0,1,1,1,1,1,0,1,1,1,0
391,"100",886,"TRUE","UNI24","Full-time","No","","3","Year 1","","","Psychology and criminology ","Yes","Female",-2,2,0,-2,2,0,0,0,-2,0,1,0,1,-2,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,-3,-0.1875,0,0,8,0,1,1,1,1,1,0,1,1,1,0
392,"100",292,"TRUE","UNI24","Full-time","Yes","","3","Year 1","","","Psychology of sport","Yes","Male",2,1,1,0,1,0,1,0,1,0,1,1,0,-1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,1,1,0,0,NA,"",0,0,0,"",1,"Non-UKRN",1,9999,9,0.5625,3,0.375,3,1,1,1,1,1,1,0,1,1,1,0
393,"100",369,"TRUE","UKRN01","Full-time","Yes","","4","Year 1","","","Psychology BSc","Yes","Female",2,1,0,0,1,1,1,0,2,1,0,1,0,-1,0,-1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,-1,-1,0,0,1,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,8,0.5,2,0.25,6,2,1,1,1,1,1,0,1,1,1,0
394,"100",389,"TRUE","UNI24","Full-time","No","","1","Year 1","","","Media Psychology","No","Male",1,1,1,2,1,1,1,1,-1,-2,1,2,0,0,-1,-1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,-2,-1,-2,2,0,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,7,0.4375,-1,-0.125,6,4,1,1,1,1,1,0,1,1,1,0
395,"100",853,"TRUE","UNI24","Full-time","No","","3","Year 1","","","Psychology ","No","Female ",2,2,2,1,2,-1,2,1,1,-2,1,1,0,-2,-2,-2,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,2,1,-2,-2,2,1,1,0,NA,"",1,0,0,"",1,"Non-UKRN",1,9999,6,0.375,4,0.5,7,6,1,1,1,1,1,0,1,1,1,0
396,"100",389,"TRUE","UNI24","Full-time","No","","3","Year 1","","","Psychology of Human and Animal Behaviour","No","Female",2,2,0,1,0,-1,0,-1,1,2,1,1,1,-1,-1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,2,0,1,1,1,1,1,0,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,8,0.5,7,0.875,5,2,1,1,1,1,1,0,1,1,1,0
397,"100",636,"TRUE","UNI22","Full-time","No","","3","Year 2","","","Psychology with Behaviour Analysis","Yes","Female",1,0,2,-1,2,-1,2,-1,2,-1,0,2,1,2,0,-2,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,-2,-2,-2,-2,-2,2,2,0,0,NA,"",0,0,0,"",1,"Non-UKRN",1,9999,8,0.5,-6,-0.75,3,5,1,1,1,1,1,0,1,1,1,0
398,"100",440,"TRUE","UNI21","Full-time","Yes","","4","Year 2","","","Psychology of Ageing","Yes","Female ",2,0,0,1,1,0,1,1,1,1,1,0,1,-2,-1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,-1,1,1,0,1,0,0,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,6,0.375,0,0,1,1,1,1,1,1,1,0,1,1,1,0
399,"100",369,"TRUE","UNI24","Full-time","No","","3","Year 1","","","Psychology","Yes","Female",2,2,1,-1,1,2,1,1,2,0,0,2,0,-1,-1,-2,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,-2,-1,0,1,0,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,9,0.5625,0,0,3,5,1,1,1,1,1,0,1,1,1,0
400,"100",398,"TRUE","UKRN03","Full-time","No","","3","Year 1","","","Bsc Psychology","Yes","Female",2,1,0,1,1,1,2,-1,2,1,2,1,0,-1,-2,-2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,-1,-1,1,-1,-2,1,2,0,0,NA,"",0,0,1,"",1,"UKRN",1,9999,8,0.5,-1,-0.125,3,2,1,1,1,1,1,0,1,1,1,0
401,"100",498,"TRUE","UNI19","Full-time","No","","3","Year 2","","","Psychology ","Yes","Female ",2,2,1,1,2,1,2,1,2,-1,1,1,0,1,-1,-1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,2,2,2,-1,-1,1,0,2,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,14,0.875,7,0.875,6,4,1,1,1,1,1,0,1,1,1,0
402,"100",378,"TRUE","UKRN03","Full-time","No","","3","Year 2","","","Criminology and Psychology","Yes","Female ",2,1,0,1,1,1,2,1,2,-1,0,2,1,-1,-1,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,-1,0,0,1,1,1,"Older studies that are now being replicated and finding different or no results. Suggests that older studies may not have been conducted correctly or effectively.",0,0,1,"",1,"UKRN",1,1,10,0.625,3,0.375,2,2,1,1,1,1,1,1,1,1,1,1
403,"100",848,"TRUE","UNI19","Full-time","Yes","","3","Year 2","","","BSc Hons Psychology ","Yes","Female",2,1,1,-1,1,1,1,2,0,-1,2,1,0,1,-1,-1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-1,-2,-2,0,1,-1,0,NA,"",0,1,1,"No. ",1,"Non-UKRN",1,9999,9,0.5625,-4,-0.5,2,1,1,1,1,1,1,0,1,1,1,0
404,"100",592,"TRUE","UKRN03","Full-time","No","","3","Year 1","","","Psychology Bsc (Hons)","No","Female",1,2,2,1,1,2,2,1,2,1,1,2,0,-1,1,-1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,2,-1,0,1,-1,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,17,1.0625,4,0.5,3,5,1,1,1,1,1,0,1,1,1,0
405,"100",554,"TRUE","UKRN03","Full-time","No","","3","Final Year","","","BSc (hons) Psychology","No","Woman",1,2,1,1,1,1,2,2,2,1,1,2,2,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,2,1,2,1,1,2,2,1,1,1,"Results from previous studies were unable to be reproduced when studied again. This was especially the case in social psychology and medical science",1,1,1,"",1,"UKRN",1,1,21,1.3125,12,1.5,7,3,1,1,1,1,1,1,1,1,1,1
406,"100",441,"TRUE","UKRN03","Full-time","No","","4","Year 1","","","MPsych Hons ","Yes","Female",2,1,0,1,1,0,1,-1,-1,-1,-1,2,1,-1,0,-2,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,-1,-1,-1,-2,-1,-1,0,0,NA,"",1,1,0,"",1,"UKRN",1,9999,2,0.125,-6,-0.75,4,4,1,1,1,1,1,0,1,1,1,0
407,"100",286,"TRUE","UNI24","Full-time","No","","3","Year 2","","","Psychology and Criminology","Yes","Female",2,2,1,1,1,0,0,-1,-1,-2,2,2,1,2,-2,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,-2,2,0,-1,-2,2,2,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,7,0.4375,3,0.375,3,2,1,1,1,1,1,0,1,1,1,0
408,"100",387,"TRUE","UKRN03","Full-time","Other (Please specify)","Year abroad","4","Year 1","","","Psychology and French Studies","Yes","Female ",2,1,-1,1,1,1,1,-1,1,-1,2,2,-1,1,-2,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,-2,-2,0,2,2,1,0,"Studies can’t be replicated ",0,0,1,"",1,"UKRN",1,1,5,0.3125,2,0.25,1,1,1,1,1,1,1,1,1,1,1,1
409,"100",597,"TRUE","UKRN03","Full-time","No","","3","Final Year","","","BSc Psychology","Yes","Female",1,2,2,2,0,2,0,0,2,0,1,2,2,2,-1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,2,1,2,2,-1,1,0,1,1,1,"The issue of whether major findings in psychology are actually true. Lots of big findings and famous papers have never been replicated showing that their results may not be reliable which in some cases has massive implications. People have been accused of p-hacking etc and since researchers have been urged to be more transparent about their research methods/analyses.",0,0,1,"I think understanding this topic is majorly important in learning psychology as a discipline. Even if you arent going to progress into research it is important to know that just because a paper has been published somewhere once that you still need to look at it critically. ",1,"UKRN",1,1,17,1.0625,8,1,5,3,1,1,1,1,1,1,1,1,1,1
410,"100",623,"TRUE","UNI21","Full-time","No","","3","Final Year","","","BSc Psychology","Yes","Female",2,2,1,-1,1,2,1,-1,2,-2,2,2,1,1,-1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,2,2,-2,-2,-2,-2,2,2,1,1,"Research was replicated and similar results were not found and cast doubt on a lot of research ",0,0,1,"",1,"Non-UKRN",1,1,13,0.8125,0,0,4,4,1,1,1,1,1,1,1,1,1,1
411,"100",346,"TRUE","UKRN03","Full-time","No","","3","Year 1","","","Psychology Bsc","Yes","Female",1,1,1,0,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,"Once repeated studies have been found to produce different results from the initial study, particularly a problem when the initial study has reported significant findings, and once replicated the findings have not been found to be significant.",0,0,1,"",1,"UKRN",1,1,7,0.4375,6,0.75,7,1,1,1,1,1,1,1,1,1,1,1
412,"100",662,"TRUE","UNI19","Full-time","No","","3","Year 2","","","Psychology","No","female ",1,1,0,1,1,0,1,1,2,1,1,1,0,-1,-1,-1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,2,1,1,-2,-2,1,1,1,1,1,"when studies are published and are almost impossible/ very hard to replicate ",0,0,1,"",1,"Non-UKRN",1,0,8,0.5,3,0.375,3,5,1,1,1,1,1,1,1,1,1,1
413,"100",279,"TRUE","UNI22","Full-time","No","","3","Year 2","","","Sports psychology bsc ","No","Female ",2,1,-1,0,1,0,1,2,2,-2,1,2,2,2,1,-2,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,-1,-1,1,0,-1,-1,1,0,1,0,"Na",0,0,1,"",1,"Non-UKRN",1,0,12,0.75,-2,-0.25,7,1,1,1,1,1,1,1,1,1,1,1
414,"100",286,"TRUE","UNI25","Full-time","No","","3","Final Year","","","Psychology with Counselling","No","Female",1,2,1,1,0,2,2,2,2,-2,1,2,0,0,2,-1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,-1,-1,1,0,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,15,0.9375,2,0.25,7,0,1,1,1,1,1,0,1,1,1,0
415,"100",445,"TRUE","UKRN03","Full-time","No","","3","Year 1","","","BA (hons) Psychology","Yes","Female",2,2,1,1,1,1,1,1,1,1,1,2,1,-1,0,-2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-1,-2,1,1,0,1,1,"Only some replications of studies (40%) produce the same results as the original. This discredits psychology as a science  ",0,0,1,"",1,"UKRN",1,1,13,0.8125,1,0.125,2,0,1,1,1,1,1,1,1,1,1,1
416,"100",511,"TRUE","UNI24","Full-time","No","","3","Final Year","","","Psychology","Yes","Female",2,1,1,2,2,2,2,1,2,-2,2,2,2,1,-1,-1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,2,2,1,-1,-2,-1,2,2,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,18,1.125,5,0.625,4,2,1,1,1,1,1,0,1,1,1,0
417,"100",585,"TRUE","UKRN03","Full-time","Other (Please specify)","Study abroad year ","4","Year 1","","","Psychology and Spanish studies ","No","Female ",1,1,1,1,1,1,1,-1,1,1,2,1,1,-1,-1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,-1,0,1,2,1,1,0,"",0,0,1,"",1,"UKRN",1,9999,10,0.625,5,0.625,4,3,1,1,1,1,1,1,1,1,1,0
418,"100",463,"TRUE","UNI25","Full-time","Other (Please specify)","Doesn’t include a year purely dedicated to placement but has placement running alongside 2nd year","3","Year 2","","","Psychology ","Yes","Female ",1,1,0,-1,0,0,2,1,0,-2,1,1,1,1,-1,-1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,-1,0,-1,-2,-1,-1,0,1,1,"When studies are difficult to reproduce",0,1,0,"",1,"Non-UKRN",1,0,4,0.25,-5,-0.625,5,2,1,1,1,1,1,1,1,1,1,1
419,"100",625,"TRUE","UNI24","Full-time","No","","3","Year 2","","","BSc Psychology","Yes","Female",2,2,0,-1,1,1,1,1,2,-1,1,2,1,1,-1,-2,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,2,1,1,-1,-2,-1,2,1,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,10,0.625,3,0.375,6,4,1,1,1,1,1,0,1,1,1,0
420,"100",549,"TRUE","UKRN03","Full-time","No","","3","Final Year","","","BSc Psychology","Yes","Female",2,2,2,2,1,2,2,2,1,2,2,2,1,1,-1,-2,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,2,2,1,0,-2,-2,1,1,1,1,"",1,1,1,"",1,"UKRN",1,9999,21,1.3125,3,0.375,3,5,1,1,1,1,1,1,1,1,1,0
421,"100",284,"TRUE","UKRN03","Full-time","No","","3","Year 1","","","Psychology ","No","Female",2,2,-2,0,1,2,1,1,1,-2,1,2,1,-1,-1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,-1,2,1,1,-1,1,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,9,0.5625,5,0.625,6,2,1,1,1,1,1,0,1,1,1,0
422,"100",339,"TRUE","UNI25","Full-time","No","","3","Final Year","","","Psychology with counselling ","Yes","Female ",2,1,2,2,1,2,1,0,2,-2,1,2,1,1,-1,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,2,-1,1,-1,-2,-1,1,1,1,0,"",0,0,1,"",1,"Non-UKRN",1,9999,14,0.875,0,0,3,2,1,1,1,1,1,1,1,1,1,0
423,"100",578,"TRUE","UNI25","Full-time","No","","3","Year 2","","","Psychology","Yes","Female",1,2,0,2,0,0,2,1,2,2,1,2,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,2,2,2,2,0,1,1,1,1,1,"A crisis in psychology where many studies were unable to be replicated with the same results",0,1,1,"",1,"Non-UKRN",1,1,18,1.125,11,1.375,5,3,1,1,1,1,1,1,1,1,1,1
424,"100",344,"TRUE","UKRN03","Full-time","No","","3","Final Year","","","Psychology ","Yes","Female",2,2,0,0,-1,-1,-1,-1,-1,-2,2,2,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,-1,-1,0,0,-1,-1,2,-1,1,1,"Where researchers are struggling to replicate findings of famous research",0,1,1,"",1,"UKRN",1,1,2,0.125,-3,-0.375,6,2,1,1,1,1,1,1,1,1,1,1
425,"100",465,"TRUE","UKRN03","Full-time","No","","3","Final Year","","","BA Management and Psychology","No","Female",2,1,1,0,1,0,0,-1,1,-2,1,1,2,1,0,-1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,-1,-1,0,-1,-2,0,1,0,0,NA,"",0,0,1,"",1,"UKRN",1,9999,7,0.4375,-4,-0.5,6,2,1,1,1,1,1,0,1,1,1,0
426,"100",278,"TRUE","UKRN03","Full-time","No","","3","Final Year","","","Psychology ","Yes","Female ",2,2,1,-1,1,2,2,1,-1,-2,2,2,0,1,-2,-2,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,-1,-2,-2,2,1,1,1,"The issue with replicating research and receiving different results from the original research.",0,0,0,"",1,"UKRN",1,1,8,0.5,0,0,5,3,1,1,1,1,1,1,1,1,1,1
427,"100",638,"TRUE","UNI25","Full-time","No","","3","Year 2","","","Psychology","Yes","Female",2,2,2,1,1,2,2,1,1,-1,1,0,0,2,-1,-1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,-1,0,1,1,1,1,"Studies being hard to replicate/ reproduce the same data",0,1,1,"",1,"Non-UKRN",1,1,14,0.875,4,0.5,3,5,1,1,1,1,1,1,1,1,1,1
428,"100",378,"TRUE","UNI22","Full-time","No","","3","Year 2","","","Psychology with Counselling","No","Female",-1,2,-1,-1,1,1,1,-1,-2,-2,1,2,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,2,0,1,-1,-1,1,2,1,1,1,"It surrounds the replication of existing studies, reproducability is crucial to gain more data and a wider understanding of a subject",0,0,1,"N/A",1,"Non-UKRN",1,0,2,0.125,5,0.625,3,3,1,1,1,1,1,1,1,1,1,1
429,"100",480,"TRUE","UKRN03","Full-time","No","","3","Year 1","","","Bachelor of Science in Psychology and Linguistics ","No","Male",2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,1,0,"Should be solved as soon as possible, to make findings more reliable ",0,0,1,"A lecture on replication crises and open science should be mandatory ",1,"UKRN",1,0,22,1.375,13,1.625,5,0,1,1,1,1,1,1,1,1,1,1
430,"100",384,"TRUE","UNI25","Full-time","No","","3","Year 2","","","Psychology with Counselling","Yes","Female",1,2,2,1,0,2,1,1,0,1,2,2,1,2,-2,-1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,-1,-2,0,2,-1,1,1,"Studies aren't able to be replicated properly",1,1,1,"",1,"Non-UKRN",1,0,15,0.9375,1,0.125,3,5,1,1,1,1,1,1,1,1,1,1
431,"100",522,"TRUE","UNI21","Full-time","Yes","","3","Placement Year","","","BSC Psychology","Yes","female",2,1,-2,1,2,-2,2,2,1,-2,2,2,0,-2,-2,-2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,-2,-2,-2,2,0,1,1,"Many results of psychological studies fail to be replicated and are thus likely to be invalid/wrong. ",0,0,1,"",1,"Non-UKRN",1,1,3,0.1875,-1,-0.125,1,1,1,1,1,1,1,1,1,1,1,1
432,"100",1195,"TRUE","UNI25","Full-time","No","","3","Final Year","","","Psychology ","Yes","Female",1,1,0,1,0,1,-1,-1,1,-2,1,2,1,1,-1,-1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,-1,0,-1,1,0,1,1,"Replications of previous research failing to find similar findings to previous studies that were considered to be accurate and reliable ",0,0,0,"",1,"Non-UKRN",1,1,4,0.25,2,0.25,5,2,1,1,1,1,1,1,1,1,1,1
433,"100",330,"TRUE","UKRN03","Full-time","No","","3","Final Year","","","BSc Psychology","Yes","Female",1,1,-1,0,1,-1,0,-1,1,-2,1,2,1,1,-1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,-2,-1,1,1,1,1,"Many psychological studies that have been used to inform theory have been replicated and the same results have not been found. It suggests research may have not been carried out properly",0,0,1,"",1,"UKRN",1,1,4,0.25,2,0.25,3,1,1,1,1,1,1,1,1,1,1,1
434,"100",412,"TRUE","UNI25","Full-time","No","","3","Final Year","","","Psychology BSc","Yes","",2,2,0,-2,1,1,2,-1,-1,-1,1,2,1,1,-2,-1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,1,1,-2,1,1,-1,1,0,"A failure to find similar results to the orignial paper when copying the method",0,0,1,"",1,"Non-UKRN",1,1,5,0.3125,4,0.5,3,1,1,1,1,1,1,1,1,1,1,1
435,"100",367,"TRUE","UNI21","Full-time","Yes","","3","Year 1","","","Psychology BSC","No","female",1,1,0,1,1,1,1,1,-1,-1,1,1,0,1,-2,-1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,-1,-1,-1,0,1,1,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,5,0.3125,1,0.125,5,3,1,1,1,1,1,0,1,1,1,0
436,"100",376,"TRUE","UKRN03","Full-time","No","","3","Year 2","","","Psychology ","Yes","Female",1,1,1,-1,1,1,2,-2,-1,-1,1,2,0,1,-1,-1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,-1,-1,1,1,1,1,"There are now proving to be issues in reproducing significant results in replications of previous studies, suggesting that research that theories and assumptions have been based upon may now no longer be applicable to society  ",0,0,1,"",1,"UKRN",1,1,4,0.25,3,0.375,8,2,1,1,1,1,1,1,1,1,1,1
437,"100",389,"TRUE","UNI24","Full-time","No","","3","Final Year","","","Psychology and Criminology ","Yes","Female",1,1,0,1,-1,0,0,-1,-1,-1,1,1,0,1,-1,-1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,-1,-2,-1,-2,1,0,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,0,0,-3,-0.375,6,2,1,1,1,1,1,0,1,1,1,0
438,"100",329,"TRUE","UKRN03","Full-time","No","","3","Year 1","","","psychology ","Yes","female",2,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,-2,1,-1,1,0,NA,"",0,0,1,"",1,"UKRN",1,9999,5,0.3125,3,0.375,6,2,1,1,1,1,1,0,1,1,1,0
439,"100",1031,"TRUE","UKRN03","Full-time","No","","3","Year 1","","","BA (Hons) Criminology and Psychology ","No","Female",1,2,1,2,-2,2,2,2,2,-2,0,2,-2,2,1,-2,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,2,2,2,-2,-2,2,1,2,0,NA,"",1,0,1,"",1,"UKRN",1,9999,11,0.6875,7,0.875,4,3,1,1,1,1,1,0,1,1,1,0
440,"100",490,"TRUE","UKRN03","Full-time","No","","3","Final Year","","","Psychology ","Yes","Female ",1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,-1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,-1,1,-1,-1,1,1,1,1,"That many key areas of research could not produce replicable results which reflected negatively on psychology ",0,0,1,"",1,"UKRN",1,1,7,0.4375,2,0.25,4,4,1,1,1,1,1,1,1,1,1,1
441,"100",523,"TRUE","UNI20","Full-time","Other (Please specify)","Not a placement year, but a placement module","3","Placement Year","","","BSc Psychology","Yes","Female",1,1,2,2,2,2,2,2,0,2,1,2,0,-1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,2,0,1,1,0,2,0,NA,"",1,0,1,"",1,"Non-UKRN",1,9999,19,1.1875,10,1.25,4,1,1,1,1,1,1,0,1,1,1,0
442,"100",423,"TRUE","UNI25","Full-time","No","","3","Year 1","","","Psychology with Counselling ","No","Female ",2,1,0,1,1,1,1,2,-1,-2,2,2,-1,1,-1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,-2,-1,1,-1,-1,0,2,0,0,NA,"",0,0,0,"",1,"Non-UKRN",1,9999,10,0.625,-2,-0.25,3,3,1,1,1,1,1,0,1,1,1,0
443,"100",682,"TRUE","UKRN03","Full-time","No","","3","Year 1","","","BCs Psychology","Yes","Female",1,2,-1,1,1,0,1,1,-2,-2,-1,2,-1,1,-2,-2,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,2,1,-1,1,-2,0,0,1,1,1,"Many psychological studies are impossible/ very difficult to replicate the studies with similar results",0,0,1,"",1,"UKRN",1,1,-1,-0.0625,2,0.25,4,4,1,1,1,1,1,1,1,1,1,1
444,"100",486,"TRUE","UNI21","Full-time","No","","3","Final Year","","","Psychology","Yes","Female",2,1,1,-1,1,0,1,1,1,-2,1,1,-1,-2,-1,-2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,-1,-2,-2,-2,1,1,1,0,"The issue that some studied done previously cannot be correctly replicated",0,0,1,"",1,"Non-UKRN",1,0,1,0.0625,-3,-0.375,5,0,1,1,1,1,1,1,1,1,1,1
445,"100",749,"TRUE","UKRN03","Full-time","No","","3","Year 2","","","Psychology ","Yes","Female ",2,1,1,-2,1,1,2,1,1,-2,2,1,1,-1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,-2,-1,1,1,1,1,1,"Findings from previous studies can not be replicated in the future and therefore must be wrong.",0,0,1,"",1,"UKRN",1,1,11,0.6875,3,0.375,6,2,1,1,1,1,1,1,1,1,1,1
446,"100",300,"TRUE","UNI25","Full-time","No","","3","Final Year","","","Psychology ","Yes","Female",1,2,0,1,2,1,2,1,-1,-2,1,1,0,-1,-1,-1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,0,0,-1,-1,1,1,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,6,0.375,3,0.375,4,2,1,1,1,1,1,0,1,1,1,0
447,"100",467,"TRUE","UKRN03","Full-time","No","","3","Year 2","","","Psychology","Yes","female",2,1,1,0,1,0,2,0,2,-1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-1,2,1,1,0,0,1,1,1,"",0,1,1,"",1,"UKRN",1,9999,12,0.75,4,0.5,3,2,1,1,1,1,1,1,1,1,1,0
448,"100",4168,"TRUE","UNI24","Full-time","No","","3","Year 1","","","Psychology Bsc","No","Female",0,1,0,1,1,2,1,1,2,1,1,2,0,-2,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,11,0.6875,4,0.5,7,1,1,1,1,1,1,0,1,1,1,0
449,"100",958,"TRUE","UNI22","Full-time","No","","3","Year 1","","","Psychology ","Yes","Female",1,1,1,1,2,1,1,2,2,-1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,-1,-1,0,1,2,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,13,0.8125,4,0.5,4,4,1,1,1,1,1,0,1,1,1,0
450,"100",520,"TRUE","UNI21","Full-time","Other (Please specify)","Optional ","3","Year 2","","","BcS Psychology","No","Female",1,-1,0,0,1,0,2,2,1,1,2,0,1,1,-1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,-1,2,-1,0,2,2,0,0,NA,"",0,0,1,"",1,"Non-UKRN",1,9999,10,0.625,5,0.625,4,1,1,1,1,1,1,0,1,1,1,0
